,album titles,artists,cleaned_sentences
2190,운빨로맨스 (MBC 수목드라마) OST,Various Artists,오래 오래
2191,Notte Magica - A Tribute to The Three Tenors (Live),Il Volo(일 볼로),특히 이미 특히
2192,차이콥스키: 잠자는 숲속의 미녀,Antal Dorati(안탈 도라티),특히
2193,Stepmom - Music from the Motion Picture,Various Artists,아직 너무나 특히 아주아주 지극히
2194,정직한 마음,강아솔,이미 특히 많이 없이 없이
2195,The Phantom Of The Opera,"Andrew Lloyd Webber(앤드류 로이드 웨버) & ""The Phantom Of The Opera"" Original London Cast",오랜 오랜 때때로 없이
2196,Gameshow [Deluxe Edition],Two Door Cinema Club(투 도어 시네마 클럽),없이 조금씩 오랜
2197,또 오해영 (tvN 월화드라마) OST,Various Artists,많이
2198,기분좋은아침,모모캣츠(Momocats),없이 또는 열심히 가만히
2199,Never Gon Die,Greenspan,특히
2200,The Pale Emperor [Standard ver.],Marilyn Manson(마릴린 맨슨),아직
2201,유령신부 (Tim Burton's Corpse Bride),Danny Elfman(대니 엘프만),너무나 가만히 아직
2202,From me To you,주영,
2203,MTV Unplugged (Live),Placebo(플라시보),
2204,The Feel,허니써클(Honey Circle),이리 터덜터덜
2205,돌아와요 아저씨 OST,Various Artists,특히
2206,Lincoln,John Williams(존 윌리엄스),너무나 되게
2207,Prokofiev: Romeo and Juliet,Vladimir Ashkenazy(블라디미르 아쉬케나지),특히
2208,열대야,넌 아만다 (You are amanda),의외로 의외로 특히 그건
2209,"김광석 셋, 넷",김광석,없이
2210,Like A Star_Primary,별,많이
2211,레이니 데이즈 (Rainy Days),원웨이(Oneway),우연히
2212,해리 포터와 마법사의 돌 (Harry Potter And The Sorcerer's Stone),John Williams(존 윌리엄스),없이 한때 그만큼 그만큼 그만큼 특히 그만큼
2213,pathfinder,정기고(Junggigo),우연히
2214,1 of 1 - The 5th Album,SHINee (샤이니),언제나 많이
2215,beGin,진리(Gin Lee),아직 다름없이
2216,The 2nd Mini Album - 24,BUMZU,이미 많이 아직
2217,사랑과 행복,KIRIN (기린),특히
2218,Show Returns,Master Class & 달리(Darley),한껏 한껏
2219,SAZA's Blues,SAZA최우준,가만히
2220,28,옥상달빛,또는 우연히 괜히 울컥 이리 빨리 열심히
2221,Best Of,Kent(켄트),한없이
2222,EVOLUTION,박재범,
2223,"Minkus, L.: Don Quixote [Ballet] (Sofia National Opera Orchestra, Spassov)",Sofia National Opera Orchestra,
2224,Me?,핫펠트 (HA:TFELT),
2225,"김광석 다시부르기 1, 2",김광석,없이 없이
2226,Hurricane,Eric Benét(에릭 베넷),너무나 많이
2227,Remember Us To Life [Deluxe],Regina Spektor(레지나 스펙터),많이
2228,RISE,태양,
2229,Natural Hi-Fi,알샤인(Alshain),없이
2230,Human Energy,Machinedrum(머신드럼),왠지 많이 없이
2231,너 사용법,에디킴(Eddy Kim),이를테면
2232,Thank Your Soul - Side A,브라운 아이드 소울(Brown Eyed Soul),
2233,The Anecdote,E SENS,특히 특히
2234,Treasure Hunter,T-Square(티-스퀘어),
2235,Bridget Jones’s Baby (Original Motion Picture Soundtrack),Various Artists,급기야 되게 누군지 아무래도 오랜 오랜
2236,Paper,브라더수(BrotherSu),
2237,Junior,콴(Kuan),
2238,따듯한 눈썹은 되고 싶지 않아요,나는 모호,없이 없이
2239,Love You To Death,Tegan And Sara(티건 앤 사라),특히 그야말로
2240,Cafe Society (Original Motion Picture Soundtrack),Various Artists,
2241,Red Light,Zion.T,
2242,First Love,이하이,적어도
2243,Inner Child,존 박(John Park),천천히
2244,Ammunition,Krewella(크루엘라),적어도 없이 그야말로 적어도 이왕
2245,How To Stop Time,Adhitia Sofyan(아디티아 소프얀),그만큼 이미 되게
2246,Take Me To The Alley [Deluxe Edition],Gregory Porter(그레고리 포터),수없이 오랜 없이
2247,FANTASY,진보,
2248,The Golden Age,술탄 오브 더 디스코(Sultan Of The Disco),특히
2249,Kumapark,쿠마파크(Kuma Park),특히
2250,Fluke,전기뱀장어,정신없이 하여간 그건
2251,The City Of Brokenheart,어반 코너(Urban Corner),한껏 아직 오랜
2252,밤에 듣기 좋은 노래,키겐,
2253,EMOTION SIDE B,Carly Rae Jepsen(칼리 래 젭슨),
2254,Got Faith,40(포티),오랜 특히 어김없이
2255,Lyrics Within My Story,성훈 [Brown Eyed Soul],없이
2256,The Magnificent Seven (Original Motion Picture Soundtrack),James Horner(제임스 호너) & Simon Franglen,오랜 아직
2257,Henselt: Piano Works (헨젤트: 피아노 작품집),Sergio Gallo,특히 아마도 많이
2258,High,Jarryd James(제리드 제임스),오랜 특히
2259,Scent Of The Rain,베르다 마로(Verda Maro),
2260,Suicide Squad: The Album (수어사이드 스쿼드) OST (Clean ver.),Various Artists,팡팡 두근두근 특히 왠지
2261,Everybody's Heart Is Broken Now,Niki & The Dove(니키 & 더 도브),
2262,The Divine Feminine,Mac Miller(맥 밀러),한껏
2263,1990,보니,
2264,Get Real,DEEZ,
2265,I AM SAM,샘김(Sam Kim),그만큼 너무나도 많이 없이
2266,거울 나라의 앨리스 (Alice Through the Looking Glass) OST,Danny Elfman(대니 엘프만),특히
2267,Tightrope Walker,Rachael Yamagata(레이첼 야마가타),특히 특히 없이 없이
2268,찰리와 초콜릿 공장 (Charlie & The Chocolate Factory) OST,Danny Elfman(대니 엘프만),한껏
2269,Colors,미쓰 에이(miss A),되게
2270,Wild World (Complete Edition),Bastille(바스틸),말끔 없이 없이
2271,Romeo - The Second Mini Album,SHINee (샤이니),특히 특히 근데 엄청
2272,Real Steel (Original Motion Picture Score),Danny Elfman(대니 엘프만),
2273,Encore: Movie Partners Sing Broadway,Barbra Streisand(바브라 스트라이샌드),언제나 가히 의외로 너무나도 한때 아직
2274,Resoled & More [Korea Edition],Two Ton Shoe(투 톤 슈),우연히 너무나
2275,Fifty Shades Of Grey (Original Motion Picture Score),Danny Elfman(대니 엘프만),
2276,커피를 마시고,어반자카파,
2277,Soul Soul Soul,김신일,많이
2278,굿 윌 헌팅 (Good Will Hunting),Various Artists,따로 한없이
2279,The Red - The 1st Album,Red Velvet (레드벨벳),아직 너무나 그만큼
2280,Tell Me It's Real (Expanded Edition),Seafret(시프렛),
2281,PINK OCEAN,오마이걸(OH MY GIRL),이른바 특히 많이 이리 간질간질 한없이 한없이
2282,We Are Ebonyhill,에보니힐(Ebonyhill),그만큼
2283,2008 태양 1st Mini Album 'Hot',태양,없이
2284,Chicago - Music From The Miramax Motion Picture,Various Artists,아직 없이 많이 똑같이 우연히 너무나도 오래 왠지
2285,Code Name : 211,BILL STAX(빌스택스),많이
2286,Beyond The Bloodhounds,Adia Victoria,없이
2287,Messenger Of The Gods: The Singles Collection,Freddie Mercury(프레디 머큐리),오랜 오랫동안 없이 많이
2288,Explore M,M(이민우),이미
2289,Hard To Breath,EVAN 에반(유호석),조금씩 오래
2290,T3 - Yoon Mi Rae,윤미래,괜히
2291,아가씨 오리지널 사운드트랙 (THE HANDMAIDEN Original Soundtrack),Various Artists,많이 한껏 특히 그만큼 특히
2292,My Today,D Sound(디사운드),오래 우연히 너무나
2293,Popstar: Never Stop Never Stopping,The Lonely Island(더 론리 아일랜드),어디서 저렇게 슬쩍
2294,Love Is Strong,러브 티케이오(Love TKO),한껏 그야말로 가만히 특히
2295,Acoustic & Vintage,헤리티지(Heritage),너무나도
2296,A Love Confession,태완(Taewan),오랜 특히 어쩌다
2297,해바라기 베스트 컬렉션,해바라기,오랜 언제나
2298,Interlude,Crush,자연스레 없이 정말로
2299,Encore un soir (Deluxe Edition),Celine Dion(셀린 디온),아무리 많이 특히 많이
2300,Just My Way,에디 신(Eddie Shin),그만큼
2301,2 Colors,소울사이어티(Soulciety),
2302,Silver Linings Playbook (Original Score),Danny Elfman(대니 엘프만),너무나도
2303,Colours For Jasmin,Vincent Dean(빈센트 딘),어디서 많이 대놓고 없이
2304,Groove Flamingo,지플라(G.Fla),자연히
2305,It's Different,거미,그만
2306,Beats Within My soul,바비 킴(Bobby Kim),한결같이
2307,(고음질) Shostakovich: Violin Concerto No.1 & Prokofiev: Symphony No.1 'Symphonie Classique' 쇼스타코비치: 바이올린 협주곡 1번 & 프로코피예프: 교향곡 1번 '고전' 클래식,Kurt Masur(쿠르트 마주어),많이 많이 그만큼 너무나도 오래
2308,5,Ed Sheeran(에드 시런),없이
2309,Dream Hunter,리치(Rich),이미
2310,Must Listen,SE7EN,특히 없이
2311,Like The First,원티드(Wanted),
2312,6 Feet Beneath The Moon,King Krule,그만큼 왠지
2313,Haunted Paradise,Black Atlass(블랙 아틀라스),반짝반짝 이미 아직 아직
2314,Stay Gold,야광토끼(Neon Bunny),또는 따로 뜬금없이 사정없이
2315,Phoenix Rising,Ann One,
2316,10 Million Ways To Live,솔플라워(Sol' Flower),이미
2317,Never Mind,이정민(EE.Jungmin),많이 없이
2318,Challenge 4Da Change,키네틱플로우(K-Flow),너무나도 따로
2319,Museum,MC 스나이퍼(MC Sniper),특히 없이
2320,네가 곁에 있었으면 해,이설아,많이 이미
2321,Sound Renovates A Structure,아소토 유니온(Asoto Union),
2322,잊었니,현승민-H,
2323,Lee Jung,J.Lee,자연스레
2324,빅 피쉬 (Big Fish),Various Artists,아무래도 찔끔 이를테면 어디서 왠지 유난히 아직 따로 우연히 하나같이 특히 오랜
2325,Our Things,달에닿아,
2326,19에서 20,JAMIE (제이미),특히 가박 이미 너무나도
2327,칼라가 없는 새벽,황푸하,
2328,For All We Know,NAO(나오),드디어 없이
2329,Secret Garden 20th Anniversary,Secret Garden(시크릿 가든),해마다 어김없이 없이 지극히 오랫동안
2330,Revival (Deluxe),Selena Gomez(셀레나 고메즈),아마도 빨리 너무나도
2331,Khachaturian: Spartacus Ballet Suite (하차투리안: 스파르타쿠스 모음곡),Sofia Symphony Orchestra,빈번히
2332,Takin' Over,The Tibbs,특히 한껏 속속
2333,Pop,코가손,사뿐사뿐
2334,Lucerne Festival Historic Performances: Claudio Abbado 루체른 페스티벌 라이브 - 클라우디오 아바도,Claudio Abbado(클라우디오 아바도),아직 아마도 대놓고 속닥속닥 대놓고 대놓고 없이
2335,Bad Boy 20th Anniversary Box Set Edition,Various Artists,
2336,Written In Scars [New Edition],Jack Savoretti(잭 사보레티),그건 너무나도
2337,Bright Lights (Lights Re-pack / Bonus Version),Ellie Goulding(엘리 굴딩),없이 왠지 특히
2338,1000 Forms Of Fear,Sia(시아),오랫동안
2339,It's Real,휘성(Realslow),특히
2340,The Party,Andy Shauf,너무나도 특히
2341,Be With Me,Darren Espanto,수없이 없이 너무나도 한껏
2342,We Sing. We Dance. We Steal Things.,Jason Mraz(제이슨 므라즈),많이 너무나 왠지
2343,소녀감성,우효(Oohyo),
2344,고스트 버스터즈 (Ghostbusters) OST,Various Artists,그야말로 특히
2345,Dangerous Woman,Ariana Grande(아리아나 그란데),많이 정말로 많이 많이
2346,Songs In A Minor (Expanded Edition),Alicia Keys(앨리샤 키스),우연히 아직
2347,The Unity Sessions,Pat Metheny(팻 매스니),없이
2348,Taking One For The Team,Simple Plan(심플 플랜),오랫동안 한껏
2349,Moment,스탠딩 에그(Standing Egg),특히 우연히 아직 아직 아직
2350,99.9%,KAYTRANADA(케이트라나다),그만큼 그만큼
2351,Where,옥상달빛,
2352,And 1st,앤드(And),이미
2353,Like The Bible,빅마마(Big Mama),
2354,Dress Code,Camera Soul(카메라 소울),
2355,Reason 4 Breathing?,브라운 아이즈(Brown Eyes),없이
2356,My Name Is Ra.D,라디(Ra.D),한껏 한껏
2357,The Best Of Maximilian Hecker,Maximilian Hecker(막시밀리안 헤커),
2358,Sea Of Love,플라이 투 더 스카이,
2359,Urbano,어바노(Urbano),
2360,황진이 (KBS 수목드라마),Various Artists,
2361,Continuum,플라이 투 더 스카이,두근두근 그토록 아직도 괜히
2362,Suicide Squad: The Album (수어사이드 스쿼드) OST,Various Artists,많이
2363,다중인격자(多重人格者),하림,없이
2364,Nineteen Plus One,박화요비,
2365,Just Like R&B,유리(YURI),이미 빨리
2366,As One Vol. Ⅱ,애즈원,유난히 특히
2367,Piece Of My Wish [Repackage],해이(Hey),그만큼 많이 그만큼
2368,FRANK,백예린 (Yerin Baek),특히 없이
2369,자유리듬,윤석철 트리오(SC Yun's Trio),특히
2370,Music Is My Best Friend,Alle Farben(알레 파르벤),특히
2371,상처,문명진,
2372,Give Me Some Sugar!,레드 펑키(Red Funky),오랜 너무나도
2373,The London Sessions,Mary J. Blige(메리 제이 블라이즈),
2374,Dark Angel,이효리,많이 그야말로
2375,Everything's Beautiful,Miles Davis(마일즈 데이비스) & Robert Glasper(로버트 글래스퍼),
2376,Filling Up,소냐(Sonya),없이
2377,Face The Music R&B,비쥬(Bijou),특히
2378,이지형 소품집 Vol.2 - 봄의 기적,이지형,언제나 어디서 이미
2379,The Very Best Of Rachael Yamagata,Rachael Yamagata(레이첼 야마가타),많이
2380,Platinum Hits,Jason Derulo(제이슨 데룰로),갈아 없이
2381,In Love,제이(J.ae),
2382,Parallel Prophecys,타샤니(Tashannie),특히
2383,Aa,Baauer(바우어),특히 그야말로 없이 아무래도
2384,Kind,주윤하,
2385,양파 2nd,양파,특히
2386,Enue,이뉴(Enue),아무래도
2387,Unplugged Vol.I,성민제 & 조윤성,많이 특히 오래
2388,Swings #1 Mixtape Vol.II,스윙스(Swings),
2389,The 3rd Season,조규찬,
2390,Eco,에코(ECO),가급적 특히 조금씩
2391,Magic,Sergio Mendes(세르지오 멘데스),아직 아직 정말로 오랜
2392,32 Levels (Deluxe),Clams Casino(클램스 카지노),특히
2393,Stages,Sam Ock(샘 옥),이대로 열심히 또는
2394,Battle Studies,John Mayer(존 메이어),많이
2395,Euphoria,Collioure(콜리우르),없이 그야말로
2396,베토벤: 후기 피아노 소나타,Maurizio Pollini(마우리치오 폴리니),우연히
2397,One Day Remains,Alter Bridge(얼터 브리지),많이 또는
2398,Spirit [The Deluxe Edition],Leona Lewis(리오나 루이스),너무도 또는
2399,우리의 시간은 여기에 흐른다 [Our Time Lies Within],사비나앤드론즈(Savina & Drones),한껏 없이
2400,Blue Rhythm,유영진,특히 오랫동안
2401,The Magic Of 8 Ball,솔리드(Solid),
2402,Sinceramente,Paula Lima,너무도
2403,"The Wind, The Sea, The Rain",브라운 아이드 소울(Brown Eyed Soul),
2404,Pictures At An Exhibition 무소르그스키 전람회의 그림 클래식,Michael Korstick,왠지 왠지 너무나도
2405,나의 호기심을 잡은 그대 뒷모습,양준일,특히
2406,Mystery Woman,강지훈,오래
2407,Mind Of Mine [Deluxe Edition],ZAYN(제인),그만큼 이로써
2408,Just Listen,윤하(Younha/ユンナ),
2409,On Dead Waves,On Dead Waves,저렇게 되게 자연스레 끝없이
2410,Views,Drake(드레이크),드디어 수없이
2411,Lagrimas Negras (With Diego El Cigala),Bebo Valdés(베보 발데스),많이 많이 한없이
2412,This Is My EP,Ady Suleiman(에디 슐레이먼),
2413,The Glowing Man,Swans(스완스),아직 따로 특히 이미 끝없이
2414,Primary Colours,MAGIC!(매직!),이미 이미
2415,Romantico,테테(TETE),이미 아마도
2416,Swaay,DNCE,이미 한껏 빨리
2417,Gran Paradiso,Waldeck(발덱),많이 살짝살짝
2418,Higher Time,Electric Citizen(일렉트릭 시티즌),한껏 몽글몽글 쓸데없이
2419,Road,노리플라이(no reply),많이 오래전 오래전
2420,휘청,타니모션(Tanemotion),휘청 너무도 휘청 휘청
2421,A Moon Shaped Pool,Radiohead(라디오헤드),특히 따로 이미 어쩔 틀림없이
2422,Night Thoughts,Suede(스웨이드),없이
2423,AsuRa BalBalTa,리쌍(Leessang),따로
2424,÷ (나누기),수경,이미 왠지
2425,Beneath The Spinning Lights,Witterquick(위터퀵),유난히 특히
2426,Skin,Flume,그야말로 없이 없이
2427,A Sailor's Guide To Earth,Sturgill Simpson,오랜 없이
2428,The Heart Speaks In Whispers (Deluxe),Corinne Bailey Rae(코린 베일리 래),오랜 오랫동안 드디어 일부일 가만히 언제나
2429,Closing Time,Tom Waits(톰 웨이츠),언제나 언제나
2430,4th Album 'Sweet chemistry',바닐라 어쿠스틱(Vanilla Acoustic),이미 너무나도 너무나도
2431,"We Love We Leave, Part 2",러브엑스테레오(Love X Stereo),
2432,(고음질) Nyman: Complete Piano Music 영화음악의 시인 마이클 니만의 피아노 음악,Jeroen Van Veen,깊숙이
2433,A Little More - EP,Isac Elliot(이삭 엘리엇),
2434,Simple Steps,Sam Ock(샘 옥),들썩 팡팡 괜히 없이
2435,9,조규찬,너무나도
2436,Ology,Gallant(갈란트),언제나 매해 특히 그야말로
2437,어드벤처,우효(Oohyo),조금씩 천천히 없이 이따금 그건 많이 많이
2438,Fly High,인피니트 H,아마도 너무나 꽉꽉 없이 빨리
2439,Psiconautica,Linda Guilala(린다 길라라),특히 조금씩 오랜
2440,Penguins of Madagascar (Music from the Motion Picture),Lorne Balfe(론 밸프),따로 특히
2441,How To Train Your Dragon (Music From The Motion Picture),John Powell(존 파웰),
2442,Downright Upright (다운라이트 업라이트),Brian Bromberg(브라이언 브롬버그),특히
2443,Highlight,비스트(Beast),없이 많이
2444,MY NEW INSTAGRAM : MESURECHIFFON,그냥노창,많이
2445,스피힛 (Spirit: Stallion Of The Cimarron) OST,Various Artists,울컥 그건
2446,True Indeed (With Surreal),Sound Providers(사운드 프로바이더스),그야말로 언제나 없이
2447,XX,The XX(디 엑스엑스),
2448,불안의 세계,줄리아드림(JuliaDream),이미
2449,Chapters (Deluxe),Yuna(유나),천천히 오랫동안
2450,Light Up The Dark [Deluxe Edition],Gabrielle Aplin(가브리엘 앱린),아직도 너무나
2451,Half Album RED ICKLE,볼빨간사춘기,없이
2452,Wrong Crowd (Deluxe),Tom Odell(톰 오델),이미 많이 아무리 조금씩 열심히 많이
2453,1st Mini Album,투하트(우현 & 키),조금씩 근데 어떻든
2454,2012,무키무키만만수,없이 아직
2455,Riot On An Empty Street,Kings Of Convenience(킹스 오브 컨비니언스),어쩌지 조금씩
2456,Tribeast,던말릭 X 키마,특히 기꺼이 없이 그만큼 특히
2457,Keep The Village Alive [Deluxe],Stereophonics(스테레오포닉스),오랜 이미
2458,Eliane Elias Sings Jobim,Eliane Elias(엘리아니 엘리어스),우연히 너무나
2459,Madagascar: Escape 2 Africa (Music From The Motion Picture),Various Artists,어쩌다
2460,Gore,Deftones(데프톤즈),
2461,Shrek,Various Artists,자연스레 없이 이미
2462,The Croods,Alan Silvestri(앨런 실베스트리),한없이
2463,10 Futures,Aqualung(아쿠아룽),아직 언제나
2464,Chicken Run,John Powell(존 파웰),근데 우연히
2465,Rise Of The Guardians (Music From The Motion Picture),Alexandre Desplat(알렉산드로 데스플레),조금씩 아직
2466,High Noon,Kalle Kalima,
2467,On My One,Jake Bugg(제이크 버그),끝없이 아직 이미
2468,Cosmic Explorer,Perfume(퍼퓸/パフュ_ム),
2469,뿔,단편선과 선원들(Danpyunsun And The Sailors),특히 그걸 의외로
2470,Ady Suleiman,Ady Suleiman(에디 슐레이먼),이미 그야말로 아직 특히 왠지 너무나도 그야말로
2471,히트 (MBC 월화 미니시리즈) OST,Various Artists,많이
2472,Free Somebody - The 1st Mini Album,루나 (LUNA),그야말로 그만큼
2473,How to Train Your Dragon 2 (Music from the Motion Picture),John Powell(존 파웰),없이 특히
2474,THE FAKE PLACE,더 페이크 플레이스(The Fake Place),사정없이
2475,"Blood, Sweat & 3 Years",Cash Cash(캐쉬 캐쉬),
2476,The Prince of Egypt,Various Artists,많이 너무나 오래도록
2477,The Complete Studio Albums Collection,Leonard Cohen(레너드 코헨),없이 아마도 많이 지극히 아직도
2478,기계적인 앨범,기리보이,많이
2479,Dive,프리밋(PRIMIT),많이 특히
2480,Solatic,쏠라티(Solati),아마도 아무리
2481,Romance,피아노의 숲,아무래도
2482,RE,IDIOTAPE (이디오테잎),한껏
2483,Geniuses & Thieves,Gentle Bones(젠틀 본스),이미 특히 없이
2484,원모어찬스,원 모어 찬스(one more chance),없이 천천히 부릉부릉 또는
2485,Madeline,이채언루트(Echae En Route),특히
2486,Då Som Nu För Alltid,Kent(켄트),아직 그만 이른바
2487,Scriabin: Piano Music (스크리아빈: 피아노 음악),Xiayin Wang(샤인 왕),
2488,Star Garden,꽃별(Ccotbyel),
2489,"Smile, Bump",꽃잠 프로젝트(GGot Jam Project),괜히 꾸물꾸물 괜히 수없이 꾸물꾸물
2490,Por Favor,Brett Dennen(브렛 데넨),
2491,신루트의 이상한 나라,신현희와김루트,없이
2492,The Studio Album Collection Vol.1,Jason Mraz(제이슨 므라즈),때때로 이따금 이따금 이미
2493,Blonde On Blonde,Bob Dylan(밥 딜런),
2494,Last Year Was Complicated,Nick Jonas(닉 조나스),자연스레 자연스레
2495,The Wicker Man (컬트영화의 고전 - 위커 맨) OST,Paul Giovanni,아직 오래도록
2496,The Dream Concert: Live from the Great Pyramids of Egypt,Yanni(야니),아마도 드디어 따로 특히 왠지
2497,2집 이인자의 철학,이호석,남몰래 없이 그토록 어물쩍
2498,Outlast,애즈원,이미 또는 언제나
2499,American Idiot,Green Day(그린 데이),우연히 많이
2500,The Wild Swan,Foy Vance(포이 반스),이미 이미
2501,MKTO,MKTO(엠케이티오),특히 그야말로 마구마구
2502,Yellow,Scandal(스캔들),특히
2503,Mmmmm,Roos Jonker(루스 존커),없이 이글이글 풍덩 없이 푹푹
2504,1974-1979,Bee Gees(비지스),특히
2505,싱 스트리트 (Sing Street) OST,Various Artists,이미 없이 되게 특히 특히
2506,X [Wembley Edition],Ed Sheeran(에드 시런),아직 아직 그야말로 없이 특히
2507,인사,피그말리온(Pygmalion),갈아 푹푹
2508,That Thing Reality,Beau(뷰),이미 없이
2509,Symphony Soldier,The Cab(더 캡),없이 특히 너무나도
2510,Thinkin' Back On Me,정엽,특히
2511,우리의 지금은,페일그레이(Pale Grey),
2512,Healing Process,넬(NELL),하나같이 하나같이 없이
2513,"Muddy Waters: The Anthology, 1947-1972",Muddy Waters(무디 워터스),
2514,The Jewel Collection,Jewel(쥬얼),많이 이미
2515,Man Made Object (Deluxe),GoGo Penguin(고고 펭귄),특히
2516,New Amerykah Part Two: Return Of The Ankh,Erykah Badu(에리카 바두),너무나
2517,Exile On Main St.,The Rolling Stones(롤링 스톤즈),아직도 특히 이미
2518,Walking In The Dream,환상약국(Fantastic Drugstore),
2519,7/27 (Deluxe),Fifth Harmony(피프스 하모니),특히 특히 한껏
2520,Sunrise,Elvis Presley(엘비스 프레슬리),아직
2521,Are You Experienced,Jimi Hendrix Experience(지미 헨드릭스 익스페리언스),너무나 너무나 특히 이미 없이
2522,A Long Day,Mitsume(미츠메/ミツメ),아직 슬쩍
2523,Blood On The Tracks,Bob Dylan(밥 딜런),곧이어 이로써 많이 특히
2524,untitled unmastered. (Edited),Kendrick Lamar(켄드릭 라마),특히
2525,Adam: Giselle - Highlights From The Ballet (아당: 지젤 - 발레 하이라이트),Andrew Mogrelia,많이
2526,In Our Bones,Against The Current(어게인스트 더 커런트),
2527,At Doors,Room306(룸306),이미 이미 없이
2528,야생의 밤,푸르내,드디어 오랫동안
2529,It's Love,The Legends(더 레전즈),
2530,Special Edition 5 Plus,한영애,배시시 많이 오랜 이미 없이 이미 이미 아직
2531,New Life,Monica(모니카),특히 특히 없이
2532,Compassion,Lust For Youth,이미 한없이
2533,Pet Sounds (Original Mono & Stereo Mix Versions),The Beach Boys(비치 보이스),그만큼 많이
2534,Action Lover,슈퍼키드(SuperKidd),
2535,Highway 61 Revisited,Bob Dylan(밥 딜런),많이
2536,London Calling,Clash(클래쉬),수없이 많이
2537,Life Is A Journey To Be Myself,이주미,특히 이미
2538,Born To Run,Bruce Springsteen(브루스 스프링스틴),많이 자연스레 그만큼
2539,us,gnash(내쉬),이미
2540,"새봄, 01 소품집 '어느새 봄'",새봄(Saevom),아직도
2541,collective1,VAM(뱀),아직
2542,The Velvet Underground & Nico,The Velvet Underground(벨벳 언더그라운드),너무나 많이 이미 너무나
2543,Stadium Arcadium,Red Hot Chili Peppers(레드 핫 칠리 페퍼스),아직 많이 아마도
2544,Nevermind,Nirvana(너바나),
2545,"Interpretations: Celebrating The Music Of Earth, Wind & Fire",Various Artists,너무나도 너무나도 이로써
2546,The Complete Recordings,Robert Johnson(로버트 존슨),아무리 의외로 그만큼 열심히
2547,#1,신드럼과 김기타,아무래도 많이 특히 많이
2548,Who's Next,The Who(더 후),
2549,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version),David Bowie(데이빗 보위),
2550,Astral Weeks,Van Morrison(밴 모리슨),또는 되게 이미
2551,Ramones [Remastered],Ramones(레이몬즈),쓸데없이
2552,Music From Big Pink,The Band(더 밴드),없이 오랜
2553,Emily’s D+Evolution (Deluxe Edition),Esperanza Spalding(에스페란자 스팔딩),특히 오랜 적어도 아무리 특히
2554,When I Begin,오왠(O.WHEN),왠지 많이 이미 이미 적어도 너무나도
2555,2적,이적,많이
2556,Thank You (Deluxe Version),Meghan Trainor(메간 트레이너),
2557,Old And New - 1985-2002,이문세,너무도 우연히 너무도 따로 너무도 너무도 이미 아직 그만큼 특히 특히
2558,MUSIQINTHEMAGIQ,Musiq Soulchild(뮤지크 소울차일드),없이
2559,Spectrum,이지형,한때
2560,The Great Twenty-Eight,Chuck Berry(척 베리),
2561,Blue,Joni Mitchell(조니 미첼),한없이
2562,날개 잃은 천사,룰라(Roo'Ra),
2563,Blues Of Desperation,Joe Bonamassa(조 보나마사),기꺼이
2564,Plastic Ono Band,John Lennon(존 레논),언제나 자연스레 많이 너무나도
2565,Led Zeppelin,Led Zeppelin(레드 제플린),이미 이미 이미 아직 특히
2566,In Rainbows,Radiohead(라디오헤드),드디어 드디어 이미 이미
2567,Bringing It All Back Home (2010 Mono Version),Bob Dylan(밥 딜런),없이 언제나
2568,Let It Bleed,The Rolling Stones(롤링 스톤즈),갸우뚱
2569,Fallen,Evanescence(에반에센스),그만큼 없이
2570,Classic Carpenters,Dami Im(임다미),
2571,Sur Mes Gardes,Joyce Jonathan(조이스 조나단),적어도
2572,긴긴밤,블루파프리카(Bluepaprika),우연히 오랜 아직
2573,Still Waters,Breakbot(브레이크봇),이미 특히 아직도
2574,New Sensation,터보(TURBO),근데 그만큼
2575,Fifty Shades Of Grey (Original Motion Picture Soundtrack),Various Artists,
2576,Grace (Legacy Edition),Jeff Buckley(제프 버클리),많이 특히 너무도 자연스레 특히
2577,Hotel California (Remastered),Eagles(이글스),한동안
2578,Forever Changes,Love(러브),
2579,Need You Now,Lady Antebellum(레이디 앤터벨룸),우연히 우연히 아무튼 특히
2580,Seymour: An Introduction (Original Motion Picture Soundtrack),Seymour Bernstein(세이무어 번스타인),
2581,Everything At Once,Travis(트래비스),우연히 그걸 똑같이 아마도 그야말로 아무리
2582,불공정연애,페이퍼컷 프로젝트(Papercut Project),오래도록
2583,Portrait,Cardiknox(카디녹스),그만큼 그만큼
2584,AfroPhysicist,Theo Croker(테오 크라커),
2585,Purifier,퓨어킴(Puer Kim),
2586,Hommage (오마주),라임어택(RHYME-A-),누군지
2587,Collage 2,Various Artists,
2588,Back To Bedlam,James Blunt(제임스 블런트),없이 너무도 울컥 아직
2589,Death Of A Bachelor,Panic! At The Disco(패닉 앳 더 디스코),많이 지극히 이미 특히 특히 특히 기꺼이
2590,Ravel: Complete Works For Solo Piano,Bertrand Chamayou,특히
2591,What I'm Feelin',Anthony Hamilton(앤소니 해밀튼),특히 그야말로
2592,Nothing But Thieves (Deluxe),Nothing But Thieves(나씽 벗 띠브즈),많이 쿵쿵
2593,All My Demons Greeting Me As A Friend (Deluxe),Aurora(오로라),오랫동안 조금씩 급기야 그해
2594,Fanatic,화나(Fana),쿡쿡 그야말로
2595,PENTOXIC,펜토(Pento),
2596,젝스키스,젝스키스,없이 없이
