,album titles,artists,cleaned_sentences
2597,Man Of Steel (Original Motion Picture Soundtrack),Hans Zimmer(한스 짐머),
2598,캐리비안의 해적 : 세상의 끝에서 (Pirates of the Caribbean: At World's End) OST,Hans Zimmer(한스 짐머),너무나
2599,Weezer [White Album],Weezer(위저),없이 아낌없이
2600,URD,유알디(URD),
2601,Alive Soul Cuts Vol.1,Pe2ny,
2602,Jazz At The Philharmonic: The Ella Fitzgerald Set,Ella Fitzgerald(엘라 피츠제랄드),
2603,작은 마음,오지은서영호,오래 아마도 많이
2604,누명,버벌진트(Verbal Jint),
2605,마왕,제리케이(Jerry. K),조금씩
2606,Hell Freezes Over (Remaster 2018),Eagles(이글스),없이 연신
2607,You're Gonna Get Love,Keren Ann(케렌 앤),나지막이
2608,Sprained Ankle,Julien Baker,우연히 아직 똑같이
2609,As Good As It Gets Music From The Motion Picture,Various Artists,
2610,Dystopia,Megadeth(메가데스),오랜 그만큼 조금씩 그건 지극히 되게 따로
2611,Hell's Kitchen Angel,MAX(맥스),이미
2612,Back Again,프라이머리 & 마일드 비츠(Mild Beats),특히 이미
2613,Hello! Bust This,버스트 디스(Bust This),이른바 특히 없이 많이
2614,신데렐라 (Cinderella) Original Motion Picture Soundtrack,Patrick Doyle(패트릭 도일),우연히 없이 너무나 아직
2615,Destiny,뷰티핸섬(BeautyHandsome),특히
2616,Rush,Hans Zimmer(한스 짐머),
2617,Desire,W(Where The Story Ends),
2618,Poetree Syndrome,키비(Kebee),특히
2619,22 Channels,랍티미스트(Loptimist),
2620,난 자꾸 말을 더듬고 잠드는 법도 잊었네 [Remaster],쏜애플(THORNAPPLE),없이
2621,Ill Skill,리오 케이코아(Leo Kekoa),오랜 특히
2622,Remapping The Human Soul,에픽하이 (EPIK HIGH),
2623,I Love Acoustic (Sweetheart Edition),Sabrina(사브리나),되게 또는 지극히 왠지 해마다 너무도 되게 오래 너무도
2624,셜록 홈즈 (Sherlock Holmes) OST,Hans Zimmer(한스 짐머),많이 그걸
2625,Jesu/Sun Kil Moon,Sun Kil Moon & Jesu,피식
2626,Step Under The Metro,프라이머리 스쿨(Primary Skool),
2627,Threshold Of Hearing,몬순누이(Monsoon Nui),
2628,쿨 11집,쿨(COOL),간간히 많이
2629,GO HARD Part 1 : 양가치,버벌진트(Verbal Jint),오래 드디어
2630,프로스트 vs 닉슨 (Frost / Nixon) OST,Hans Zimmer(한스 짐머),특히 이미 특히
2631,This Is What The Truth Feels Like (Deluxe),Gwen Stefani(그웬 스테파니),아직 특히 드디어 오래간만 이미 없이 많이 없이 없이
2632,Demolish,IGNITO (이그니토),한없이 그만큼
2633,Supremacy,P&Q(Paloalto & The Quiett),
2634,힐러 (KBS 월화드라마) OST,Various Artists,어김없이
2635,쿵푸팬더 (Kung Fu Panda),Hans Zimmer(한스 짐머),이른바 특히
2636,Recreational Love,The Bird And The Bee(더 버드 앤 더 비),드디어 특히
2637,거울 - 28청춘 엿봐라,YDG,특히
2638,Green Tour,슈퍼맨 아이비(Superman Ivy),아마도
2639,"산울림 다시듣기 - 위로, 추억, 청춘",산울림,아직 어렴풋이 많이 많이
2640,Lukas Graham,Lukas Graham(루카스 그레이엄),이미 없이 이미 너무나
2641,Dee Dee's Feathers,Dee Dee Bridgewater(디디 브리지워터) & Irvin Mayfield & The New Orleans Jazz Orchestra,그야말로
2642,Masquerade,TBNY,
2643,Message From Underground 2006,라임어택(RHYME-A-) & 마일드 비츠(Mild Beats),
2644,Astromantic,m-flo,특히 골고루 특히 왠지
2645,The Grand Design,KHYMERA(키메라),되게 이미 그야말로
2646,Eluphant Bakery,이루펀트(Eluphant),
2647,Q Train,The Quiett,
2648,지은,오지은,
2649,이상기후,쏜애플(THORNAPPLE),아직
2650,Hunting High And Low,A-Ha!,없이
2651,Some Kind Of Youth,Deadbuttons (데드버튼즈),많이 그야말로
2652,"Love, Sax and Flashbacks (Deluxe)",Fleur East(플레르 이스트),이미 아무리 드디어
2653,Loaded,마일드 비츠(Mild Beats),
2654,Double Dynamite,다이나믹 듀오,특히
2655,Kung Fu Panda 3 (Music from the Motion Picture),Hans Zimmer(한스 짐머),드디어 너무나도
2656,Opus,Eric Prydz(에릭 프리즈),아직 한때 그만큼
2657,Resoundin',팔로알토 (Paloalto),조금씩 특히 오랜 없이
2658,"""Funk Without Score""",더 지(The Z),많이
2659,"천사들의 노래 (Angels Sing, Libera In America)",Libera(리베라),또는 들쑥날쑥 아직
2660,A-Side (A-사이드),Annekei(안나케이),살랑살랑 정신없이 지극히 아직
2661,로맨틱 홀리데이 (The Holiday) OST,Hans Zimmer(한스 짐머),우연히
2662,Family Dinner Volume Two [Deluxe Edition],Snarky Puppy(스나키퍼피),없이 랄라
2663,XSLP,UMC/UW,이로써
2664,The Abstruse Theory,디제이 손(DJ Son),
2665,OK Computer,Radiohead(라디오헤드),많이 그만큼 없이
2666,Dig In Deep,Bonnie Raitt(보니 레이트),
2667,리듬의 마법사,디기리,어떻든
2668,Heavy Bass,피타입(P-TYPE),이로써
2669,This Unruly Mess I've Made,Macklemore(맥클모어) & Ryan Lewis(라이언 루이스),특히 특히
2670,Birdy [Deluxe ver.],Birdy(버디),너무도 아직 아직
2671,Garion [Special Edition],가리온(Garion),없이
2672,People & Places,Various Artists,많이
2673,더 리틀 프린스 (The Little Prince 2015) OST,Hans Zimmer(한스 짐머),특히
2674,신현희와김루트,신현희와김루트,
2675,My True Style...,유진,
2676,When the Storms Would Come,Holy Holy(홀리 홀리),쓸데없이
2677,뿌리,드렁큰 타이거(Drunken Tiger),많이 이따금
2678,Kandid Collection Vol. 1,Kricc(크릭),
2679,The Velvet - The 2nd Mini Album,Red Velvet (레드벨벳),너무나
2680,The Best Damn Thing,Avril Lavigne(에이브릴 라빈),많이
2681,Beautiful Lies [Deluxe],Birdy(버디),없이 없이
2682,Power,Alex Newell(알렉스 뉴웰),또는 이미 그나마 이미
2683,Third Time Fo Yo' Mind!!,원타임(1TYM),
2684,Straight From The Streetz EP,데프콘,
2685,Tchaikovsky: Swan Lake (Highlights),Pierre Monteux(피에르 몽퇴),그만큼 특히 너무나
2686,The Gold (Original Recording Remastered),박효신,
2687,나의 노래 (To Be Sung),허성(Sung Huh),오랜
2688,2001 대한민국(大韓民國),Various Artists,
2689,The Reign,지누션(Jinusean),
2690,Information,Eliot Sumner(엘리엇 섬너),그야말로 특히
2691,주토피아 (Zootopia) Original Motion Picture Soundtrack,Michael Giacchino(마이클 지아치노),이른바 없이 이리저리 또다시
2692,City Of Soul,다 크루(Da Crew),이미
2693,Only The Strong Survive,주석,
2694,The Yellow,빌리카터(Billy Carter),의외로 아직
2695,When It's Dark Out,G-Eazy(지 이지),아직 그야말로 특히
2696,180g Beats,DJ 소울스케이프(DJ Soulscape),
2697,Mp Hip-Hop Project 2000 초(超),Various Artists,
2698,Batman v Superman: Dawn of Justice (Original Motion Picture Soundtrack),Hans Zimmer(한스 짐머) & Junkie XL(정키XL),
2699,Clarity [Deluxe Edition],Zedd(제드),우연히
2700,DAYBREAK LIVE SUMMER MADNESS 2015 : The Strings,데이브레이크(DAYBREAK),이른바 조금씩
2701,Moonshine,A-Fuzz(에이퍼즈),어쩔
2702,The Life... DOC Blues,DJ DOC,
2703,관광수월래,Yoonkee Kim,
2704,Rockin' The World,SPYAIR(스파이에어/スパイエアー),많이
2705,Everything Is 4,Jason Derulo(제이슨 데룰로),이미 특히 이미 많이 언제나
2706,완전(完全) Hiphop,이현도(=D.O),
2707,3534,윤희중,특히 괜히
2708,In My Mind,BJ The Chicago Kid(비제이 더 시카고 키드),언제나
2709,The Swan,장한나(Chang han-na),수없이
2710,Curve Of The Earth,Mystery Jets,아직
2711,In Stardom,조pd(ZoPD),없이
2712,열외(列外),김진표(JP),아직
2713,A Head Full Of Dreams,Coldplay(콜드플레이),이왕 그걸 아직
2714,Phase (Deluxe),Jack Garratt(잭 가렛),이미 열심히 특히 그건 특히 없이 특히
2715,Let It Be (Remastered),The Beatles(비틀스),
2716,2nd Part.1 '듣고 싶어질 때',스무살,피식
2717,피고지고,이명건 트리오(Lee Myoung Gun Trio),특히
2718,Abbey Road (Remastered),The Beatles(비틀스),어쩔 없이
2719,Yellow Submarine (Remastered),The Beatles(비틀스),
2720,"You're a Man Now, Boy (Deluxe)",Raleigh Ritchie(랄레이 리치),
2721,This Thing Called Life,August Alsina(어거스트 알시나),이미 특히 그만큼 그야말로
2722,Magical Mystery Tour (Remastered),The Beatles(비틀스),
2723,The Beatles (Remastered),The Beatles(비틀스),
2724,달이 말라가는 저녁,박준하,그만큼
2725,We The Generation [Deluxe Edition],Rudimental(루디멘탈),
2726,Sgt. Pepper's Lonely Hearts Club Band (Remastered),The Beatles(비틀스),
2727,Revolver (Remastered),The Beatles(비틀스),
2728,VANCOUVER,이용원,특히 많이 적어도
2729,Help! (Remastered),The Beatles(비틀스),많이 한동안
2730,Rubber Soul (Remastered),The Beatles(비틀스),
2731,Beatles For Sale (Remastered),The Beatles(비틀스),
2732,A Hard Day's Night (Remastered),The Beatles(비틀스),
2733,어떤 시작,최성호 특이점(Choi Sung Ho’s Singularity),없이
2734,조이 (JOY) OST,Various Artists,없이 이미 수없이 이미 없이 특히 아직 오랫동안
2735,The Best Woong San,웅산,이리 아직도 한껏 아직도
2736,Repeat Offender,Richard Marx(리차드 막스),아직 한때
2737,Zissou,화지(Hwaji),특히 자유로이 이른바
2738,With The Beatles (Remastered),The Beatles(비틀스),
2739,Please Please Me (Remastered),The Beatles(비틀스),들썩들썩 언제나 이미
2740,All I Need (Deluxe Version),Foxes(폭시스),특히 이미 특히 특히 그만큼
2741,Step By Step,New Kids On The Block(뉴 키즈 온 더 블록),한때 그만큼 많이
2742,너의세계,랄라스윗(lalasweet),많이 오래
2743,moves,KIRARA(키라라),
2744,몬스터 대학교 (Monsters University) OST,Randy Newman(랜디 뉴먼),아직 열심히 유난히 깜짝깜짝
2745,Cheers To The Fall,Andra Day(안드라 데이),누군지 그만큼 한때 없이 가히 이미
2746,Smile Again,유해인,
2747,재의 기술,못(Mot),이미
2748,Music Complete,New Order(뉴 오더),언제나
2749,ANTI (Deluxe),Rihanna(리아나),드디어 이미 특히 특히 없이 이미 특히 오랜 특히 너무도 이미 없이
2750,ONVA,오은비,특히
2751,Glint Back Light,홀린(HLIN),많이 많이 많이 많이
2752,Green Club,그린클럽(Green Club),아무튼 아무튼
2753,Matter,St. Lucia(세인트 루시아),대놓고 특히 왠지
2754,2015 쇼팽 콩쿠르 실황앨범 (쇼팽협회공식반),조성진(Cho Seong-Jin),너무나
2755,우츄프라카치아,테이(Tei),많이 특히
2756,Feel Like Funkin' It Up,The Rebirth Brass Band,특히
2757,The Astonishing,Dream Theater(드림 씨어터),지극히
2758,박강수 2.5 Album - Old & New,박강수,아직
2759,벅스 라이프 (A Bug's Life) OST,Randy Newman(랜디 뉴먼),아직
2760,새로운 마을,조용호,
2761,37년,정미조,오랜 오랜
2762,Amanhecer,Paula Fernandes(파울라 페르난지스),
2763,UNDERWATER,정준일,없이
2764,Chained Up,VIXX(빅스),드디어 드디어
2765,Life,Sigma(시그마),
2766,Good Boy Doing Bad Things,C JAMM,특히 많이 언제나 되게
2767,Night Swim (Deluxe),Josef Salvat(조세프 셀벳),아낌없이 많이 오랜 없이 슬쩍 왠지 슬쩍
2768,A Song For You,Soren Bebe Trio,
2769,보통날,지오디(god),많이 어쩔 없이 천천히
2770,Blurryface,twenty one pilots,이른바 이미 없이 없이 없이 급기야
2771,Jenny's Wedding (Original Motion Picture Soundtrack),Various Artists,특히
2772,Growing Pains,Maria Mena(마리아 메나),특히
2773,I Am (Deluxe),Leona Lewis(리오나 루이스),수없이 없이 특히 슬쩍 없이 없이
2774,New Dance 2,현진영,없이
2775,존재의 온도,빨간의자,없이
2776,MartyrLoserKing,Saul Williams(사울 윌리엄스),
2777,SHINee The 3rd Album Chapter 1. 'Dream Girl-The Misconceptions Of You',SHINee (샤이니),
2778,Recipe!,CHEEZE(치즈),
2779,Wildfire,Rachel Platten(레이첼 플랫튼),그야말로
2780,Brava,Brodinski,아마도
2781,Carrie & Lowell,Sufjan Stevens(수프얀 스티븐스),아직 왠지
2782,Moth,Chairlift(체어리프트),적어도 조금씩
2783,Divers,Joanna Newsom,그만큼 특히 언제나
2784,Act. 7,포미닛(4minute),없이
2785,The 1st Album 'Xoxo (Kiss & Hug)' [Repackage],EXO,따로
2786,Ordinary,비스트(Beast),
2787,My Favorite Things,Joey Alexander(조이 알렉산더),조금씩
2788,메리다와 마법의 숲 (Brave) OST,Various Artists,우연히 까불까불 아직 너무나
2789,장유석,짱유(JJANGYOU),드문드문 자연스레 없이 특히 똑같이
2790,B'lieve I'm Goin Down...,Kurt Vile(커트 바일),
2791,Diving to the ground,Floating Island(플로팅 아일랜드),조금씩 그만큼
2792,The FOURTH Album 'MIROTIC',동방신기 (TVXQ!),
2793,My Love Is Cool,Wolf Alice(울프 앨리스),서슴지
2794,Un Besito Mas,Jesse & Joy(제시 & 조이),아직 없이 특히
2795,Fading Frontier,Deerhunter(디어헌터),그걸 조곤조곤 한없이
2796,'Hot Summer' f(x) 1st Album Repackage,f(x),
2797,Detroit Jazz City,Various Artists,많이
2798,Dark Night Sweet Light,Hermitude,특히 아직
2799,Multi-Love,Unknown Mortal Orchestra(언노운 모탈 오케스트라),많이 특히
2800,Red Point,틴 탑(Teen Top),많이
2801,Toy Story 3,Various Artists,두근두근 많이 아직도 특히 없이 특히
2802,Anthems For Doomed Youth (Deluxe),The Libertines(리버틴스),이미 드디어
2803,The First Mini Album - Gee,소녀시대 (GIRLS' GENERATION),아직
2804,Don't You Worry Baby (I'm Only Swimming),검정치마,많이
2805,What Went Down,Foals(폴스),없이 이미 없이 수없이 왠지 없이 없이 없이
2806,Wolf And Sheep,H.O.T.,
2807,If You're Reading This It's Too Late,Drake(드레이크),많이 적어도 없이
2808,Run,Alison Wonderland(앨리슨 원더랜드),그야말로
2809,Puberty,보이즈 인 더 키친(Boys In The Kitchen),아직도 구불구불 질척질척 쿵쿵
2810,Oh Wonder,Oh Wonder(오 원더),아무리 없이 너무나 특히
2811,Platform,Holly Herndon,조금씩 특히
2812,올드보이 (Old Boy),Various Artists,이미
2813,Jam Cook,블레이저스(Blazers),없이 언제나 특히
2814,Currents,Tame Impala(테임 임팔라),없이 그만큼 그만큼 그만큼
2815,아멜리에 (Amelie From Montmartre) OST,Various Artists,많이
2816,Marks To Prove It,The Maccabees(더 마카비스),우연히 우연히 없이 나지막이
2817,The Haunted Land,모색,그야말로
2818,Minh,Chris Minh Doky(크리스 민 도키),아직
2819,Beauty Behind The Madness,The Weeknd(위켄드),없이 천천히 이미
2820,3.3,로열 파이럿츠(Royal Pirates),특히
2821,Half Free,U.S. Girls(유 에스 걸스),이미 그만큼 없이 특히 그만큼
2822,AGAIN (다시),터보(TURBO),드디어 자연스레
2823,No.1,보아 (BoA),아직 이미
2824,너의 손,방백(bahngbek),의외로 특히 그건
2825,Purple Naked Ladies,The Internet(디 인터넷),많이
2826,Mothers,Swim Deep(스윔 딥),특히 오래도록
2827,Wallflower (The Complete Sessions),Diana Krall(다이애나 크롤),없이 이미 특히 이미 이미 자연스레 이미 그만큼 없이 아마도 특히 특히 많이 특히 너무나 특히 많이
2828,Another One,Mac Demarco(맥 드마르코),너무나
2829,Jeff Lynne's ELO - Alone in the Universe,Electric Light Orchestra(일렉트릭 라이트 오케스트라),오래
2830,공일오비,015B,많이
2831,까만 방,참솜(Chamsom),그만큼 특히 왠지
2832,센과 치히로의 행방불명 (千と千尋の神隱し) OST,Hisaishi Joe(히사이시 조/久石 讓),특히 그해
2833,Sonatinen Lessons (소나티네 레슨),더티블렌드(DIRTY BLEND),
2834,브라운 (Brown),9초(Nine Seconds),
2835,하울의 움직이는 성 (ハウルの動く城) OST,Hisaishi Joe(히사이시 조/久石 讓),오랜 특히
2836,Venom,13 스텝스(13 Steps),없이 없이 특히 축축 그만큼
2837,Kauai,Childish Gambino(차일디시 감비노),없이 특히
2838,unspoken scenery,오타르(OTAR),
2839,Man It Feels Like Space Again,Pond(폰드),특히
2840,바다가 들린다 (海がきこえる) OST,Nagata Shigeru(나가타 시게루/永田茂),없이
2841,영화 '바람이 분다' OST,Hisaishi Joe(히사이시 조/久石 讓),
2842,Blue Valentine,Tom Waits(톰 웨이츠),자연스레
2843,My Q Fall / Winter 2015 Issue No.2,마이큐(MY-Q),많이
2844,귀를 기울이면 (耳をすませば) OST,Nomi Yuji(노미 유지/野見祐二),특히 특히
2845,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Kurt Cobain(커트 코베인),특히 언제나 끄적 어디서 특히 이미 어쩔 없이 어쩔
2846,들국화 Ⅰ,들국화,특히
2847,이쁘네요,가비엔제이(Gavy N.J.),한때
2848,The Magic Whip,Blur(블러),적어도
2849,천공의 성 라퓨타 (天空の城ラピュタ) OST,Hisaishi Joe(히사이시 조/久石 讓),
2850,Non-Linear (비선형),못(Mot),
2851,Grand Romantic,Nate Ruess(네이트 루스),따로 없이
2852,신촌 Blues II,신촌 블루스,
2853,코쿠리코 언덕에서 (コクリコ坂から サウンドトラック / From Up On Poppy Hill),Various Artists,끝없이 이미 특히
2854,Homecoming,ASTR,이미
2855,비와눈,아거(Ager),
2856,Mockroot,Tigran Hamasyan,
2857,이상은 1집,이상은(Lee Tzsche),언제나
2858,"I Love You, Honeybear",Father John Misty(파더 존 미스티),
