,album titles,artists,cleaned_sentences
3856,Love Universal,heRajiKa tracks(헤라지카 트랙스),깊다 멋지다 차분하다 느리다 뚜렷하다 길다 깊다 그립다 다양하다 편하다
3857,That's Christmas To Me,Pentatonix(펜타토닉스),다양하다 새롭다 좋다 교묘하다 세련되다 엄숙하다 다양하다 지루하다 색다르다 충실하다 유일하다 좋다
3858,Merry Christmas (Deluxe Anniversary Edition),Mariah Carey(머라이어 캐리),어느덧다 엄청나다 흥겹다 좋다 대단하다 스럽다 아프다 상당하다
3859,Keep The Faith,Bon Jovi(본 조비),다양하다 인하다 분명하다 리드미컬하다 시원하다 성하다 강렬하다 즐겁다 즐겁다 좋다 멋지다 더하다 성하다 좋다 좋다
3860,Lonerism,Tame Impala(테임 임팔라),끊임없다 그립다 그립다 위대하다 가능하다 간절하다 커다랗다 수많다 그러하다 많다 새롭다 많다 그러하다 이러하다 난해하다 이렇다 수많다 독특하다 이러하다 독특하다 이렇다 젊다 다행하다 젊다 많다 많다 밉다 반갑다 출중하다 새롭다 엄청나다 어떻다 이렇다 절묘하다 많다 다양하다 수많다 많다 짧다 독특하다 적당하다 넘치다 완벽하다 좋아하다 젊다 새롭다
3861,폴라 익스프레스 (The Polar Express),Various Artists,높다 기대하다 좋다 좋다 수상하다 예쁘다 신나다
3862,Back To Black (Deluxe Edition),Amy Winehouse(에이미 와인하우스),독특하다 특별하다 인하다 힘들다 대단하다
3863,The Veronicas,The Veronicas(베로니카스),굉장하다 대단하다 다르다 확실하다 굉장하다 강력하다
3864,In The Lonely Hour [Deluxe Edition],Sam Smith(샘 스미스),흔하다 스럽다 확실하다 간결하다 맛깔나다 어떻다 흔하다 딱하다 모호하다 이렇다 아쉽다 이렇다 꾸준하다 마땅하다 쉽다 아름답다 훌륭하다 어색하다 충분하다
3865,별일 없이 산다,장기하와 얼굴들,무심하다 이렇다 독특하다 자세하다 깊다 찌질하다 이렇다 슬프다 이렇다 굉장하다 무심하다 이렇다 괜찮다 괜찮다 느리다 찌질하다 꿀꿀하다 꿀꿀하다 스럽다 딱하다 무심하다 따뜻하다 시원하다 미지근하다 어떻다 지루하다 커다랗다 어떻다 느리다 느리다 좋다 따뜻하다 예쁘다 슬프다 다르다 기쁘다 불쾌하다 별다르다 신나다 재미있다 힘들다 괜찮다 괜찮다 이렇다 힘들다
3866,FOUR (Deluxe),One Direction(원 디렉션),유일하다 밉다 새롭다
3867,One,워렌(Warren),신선하다 세련되다 어떻다 복잡하다 다양하다 단순하다 새롭다 강렬하다 과격하다 전무하다 힘드다 담담하다 아름답다 진지하다
3868,A Charlie Brown Christmas [2012 Remastered & Expanded Edition] (Remastered & Expanded Edition),Vince Guaraldi Trio(빈스 과랄디 트리오),젊다 깊다 많다 희다 사랑스럽다 섬세하다 세련되다
3869,Ella Wishes You A Swinging Christmas,Ella Fitzgerald(엘라 피츠제랄드),많다 유일하다
3870,December,Chris Botti(크리스 보티),어느새다 가깝다 수상하다 어떻다 나쁘다
3871,My Christmas,Andrea Bocelli(안드레아 보첼리),다양하다 세련되다 애절하다
3872,Sonic Highways,Foo Fighters(푸 파이터스),이렇다 이러하다 묵직하다
3873,Give It Up,Bonnie Raitt(보니 레이트),젊다 말랑말랑하다 잔잔하다 아름답다 쓸쓸하다 심하다 수상하다 당하다 익숙하다 위대하다 위대하다
3874,Christmas,Michael Bublé(마이클 부블레),감미롭다 화려하다 수상하다 충분하다 좋다
3875,Winelight,Grover Washington Jr.(그로버 워싱턴 주니어),중요하다 영원하다 좋다 유치하다 풍부하다 좋아하다 좋아하다 좋다 이렇다 새삼스럽다 스럽다 짧다
3876,Goodbye Aluminium,달빛요정역전만루홈런,솔직하다 특별하다 예쁘다 솔직하다 특별하다 강하다 짙다 싫다 처절하다
3877,Yuck (Deluxe Edition),Yuck,역다 고프다 역다 유연하다 많다 가볍다 명확하다 이러하다 높다 축축하다
3878,Acoustic Proposal,M.Y.M.P,유사하다 대단하다 높다 좋다 익숙하다 편안하다
3879,Noel,Josh Groban(조쉬 그로반),좋다 좋다 어느새다 좋다 다양하다 깊다 좋다 색다르다 새롭다 엄숙하다 경건하다 성스럽다 고프다
3880,Holiday Wishes,Idina Menzel(이디나 멘젤),수상하다 아프다 따스하다 아프다
3881,Wrapped In Red,Kelly Clarkson(켈리 클락슨),새롭다 인하다 새롭다 발랄하다 흡사하다
3882,One Wish :The Holiday Album,Whitney Houston(휘트니 휴스턴),영원하다 애틋하다 예쁘다 애처롭다 아쉽다 소중하다
3883,The Taylor Swift Holiday Collection,Taylor Swift(테일러 스위프트),수상하다 필요없다 새롭다 따뜻하다 흥겹다
3884,Christmas Collection,Carpenters(카펜터스),좋아하다 밉다 고프다 예쁘다 아름답다 방대하다 부담스럽다 길다 나른하다 다양하다 방대하다
3885,When My Heart Finds Christmas,Harry Connick Jr.(해리 코닉 주니어),당하다 많다 익숙하다 따뜻하다
3886,A Family Christmas,The Piano Guys(피아노 가이즈),색다르다 애절하다
3887,The Christmas Song,Nat King Cole(냇 킹 콜),새롭다 새롭다 푸근하다 반갑다
3888,Dirty Bass [Deluxe],Far East Movement,강력하다 유명하다 신나다 많다 어렵다 난해하다 좋다 가득하다 강력하다 상당하다 성하다 많다 신나다 센치하다
3889,Touch,Eurythmics(유리스믹스),익숙하다 위대하다 기대하다 우울하다 공허하다 착잡하다 절묘하다 단순하다 이렇다 암울하다 굉장하다 섬세하다 기발하다 가득하다 침울하다
3890,To This Union A Sun Was Born [Deluxe Edition],Substantial(서브스텐셜),더하다 많다 새롭다 유명하다 부드럽다 많다 진하다 멀다 강렬하다 적절하다
3891,"The Very Best Of Peter, Paul And Mary","Peter, Paul & Mary(피터 폴 앤 매리)",한적하다 그립다 즐겁다 많다 아름답다 그립다 익숙하다 좋아하다 멀다 좋다 많다 아련하다 특별하다 좋다
3892,...Nothing Like The Sun,Sting(스팅),위대하다 위대하다 뿌옇다 쓸쓸하다 엄청나다
3893,Human,이승환,깊다 많다 멋있다 시원하다 어렵다 이렇다 어떻다 불안하다 괴롭다 난해하다 당당하다
3894,That's The Way Of The World,"Earth, Wind & Fire(어쓰, 윈드 앤 파이어)",젊다 청량하다 진하다 좋다 좋다 새롭다 경쾌하다 신나다 지루하다 어느덧다 꾸준하다 좋다
3895,Ⅲ Sides To Every Story,Extreme(익스트림),다르다 신랄하다 이렇다 좋아하다 가볍다 좋아하다 노출하다
3896,Come Away With Me,Norah Jones(노라 존스),노랗다 독특하다 노랗다 독특하다 독특하다 필요하다 독특하다 그러하다 독특하다 이러하다 노랗다 독특하다 다르다 어렵다 어렵다 독특하다 독특하다 치열하다 이렇다 노랗다 편안하다 독특하다
3897,Blurred Lines,Robin Thicke(로빈 시크),젊다 불필요하다 진지하다 더하다 유명하다 진부하다 밋밋하다 밉다 섹시하다 가볍다 좋다 상관없다
3898,She's So Unusual,Cyndi Lauper(신디 로퍼),수상하다 귀엽다 섹시하다 강하다 애절하다 이상하다 짙다 강하다 새롭다
3899,Miss Me Or Diss Me,MC몽,유명하다 행복하다 굉장하다 중요하다 잔잔하다 나지막하다 익숙하다 힘들다 두렵다 불안하다 순수하다 세련되다 상당하다 괜찮다 좋다 담담하다 좋다 월등하다 아프다 상당하다 설레다 그립다 복잡하다 어색하다 빠르다 가볍다 징징거리다 독특하다 안되다 조마조마하다 단조롭다 흔하다 불편하다 강하다 적당하다 가볍다 적절하다 성숙하다 쉽다 솔직하다 이렇다 좋다 단단하다 잔잔하다 잔잔하다 시끄럽다 확실하다 힘들다 확실하다 우중충하다 좋다 두텁다 이렇다 잔잔하다 서럽다 딱하다 힘드다 좋다 이렇다 완벽하다 상당하다 얕다 충분하다 좋다 경박하다 좋다 잔잔하다 담담하다 좋다 담담하다 우울하다 좁다 답답하다 넓다 어떻다 궁금하다 안되다 좋다 비장하다 부드럽다 명확하다 좋다 어지간하다 좋아하다 잘생기다 뛰어나다 좋다 만만하다 이렇다 다르다 어느새다 좋다 미안하다 쓸쓸하다 고맙다 대견하다 나쁘다 고만고만하다 익숙하다 지루하다 편하다 우울하다 세련되다 부드럽다 이렇다 대단하다 대단하다 좋아하다 많다 딱하다 다르다 좋다 좋다
3900,Skafiction,킹스턴 루디스카(Kingston Rudieska),생소하다 경쾌하다 깊숙하다 슬프다 적합하다 성공하다
3901,Black Swarms,DJ Son & Potlatch,아름답다 신선하다 유효하다 강하다 다양하다 지저분하다 새롭다 뚜렷하다 좋다
3902,Xclusive - Jiggy Fellaz Compilation Album Vol.1,Various Artists,냉정하다 아쉽다 독특하다 세련되다
3903,One,펑카프릭 부스터,신나다 독특하다 아프다 다양하다 따뜻하다 어렵다
3904,Still-A-Live (Club Master Plan Last Live Album),Various Artists,수많다 뛰어나다 열악하다 멋지다 다양하다 박하다 확실하다
3905,네가이곳에서보게될것들 (Things You Are Going To See Here),조월(Jowall),치밀하다 묵직하다 흔하다 그러하다 행복하다 명확하다 멀다 아름답다 불타다 중요하다 정교하다 흔하다 우울하다 못지않다 성실하다 충분하다
3906,스트레칭 져니,스트레칭 져니,뜨겁다 가득하다 유일하다 확실하다 우악스럽다 진지하다 우습다 훌륭하다 정확하다
3907,Partial Eclipse,49 몰핀즈(49 Morphines),아름답다 서늘하다 불길하다 아름답다 불과하다 이러하다 아름답다 아름답다
3908,반성의 시간 (Time Of Reflection),백현진,담담하다 연하다 명확하다 뜨겁다 지독하다 그러하다 어떻다 확실하다 쓸쓸하다 구차하다 좋다 담담하다 연하다 중요하다
3909,Acid Trip,머스탱스(The Mustangs),변화무쌍하다 더하다 느리다 부유하다 화하다 명료하다 많다 어설프다 그러하다
3910,그림자 궁전,그림자 궁전,옅다 가볍다 무겁다 빠르다 산뜻하다 잽싸다 이러하다 거창하다
3911,Champions,챔피언스(Champions),흔하다 담담하다 아련하다 청량하다 어떠하다 이러하다 단순하다 새롭다 이러하다 충분하다
3912,우리는 속옷도 생겼고 여자도 늘었다네,우리는 속옷도 생겼고 여자도 늘었다네,어떻다 선명하다 멀다 충분하다 연하다
3913,Every Time We Fall,긱스(The Geeks),만연하다 인하다 강경하다 진지하다 이러하다 두드러지다 강렬하다 굉장하다 선명하다 명료하다 이러하다 넘치다 격렬하다 완벽하다 격렬하다 많다
3914,우리는 깨끗하다,구남과여라이딩스텔라,나른하다 탁하다 지독하다 나른하다 그러하다 다양하다 따분하다 지루하다
3915,Rough Draft In Progress,할로우 잰(Hollow Jan),숭고하다 그러하다 처절하다 끊임없다 비장하다 비장하다 진지하다 처절하다 그러하다 처절하다 아름답다
3916,입술이 달빛,소규모 아카시아 밴드,성실하다 좋다 흥미롭다 높다 단순하다 성하다 이러하다 소박하다 산뜻하다 이러하다 어떻다 명확하다 좋다 이러하다 좋다 성실하다
3917,너희가 재앙을 만날 때에 내가 웃을 것이며 너희에게 두려움이 임할 때에 내가 비웃으리라 (잠언 1:26),불싸조,기괴하다 재밌다 그러하다 어떠하다 즐겁다 많다 유효하다
3918,밤비록스,피들밤비(Fiddle Bambi),사랑스럽다 엉뚱하다 두드러지다 현란하다 복잡하다 맑다 특정하다 진지하다 가득하다 재미있다 이러하다 사랑스럽다 엉뚱하다 힘드다 진지하다 많다 발랄하다
3919,Lo-Fi Dancing Star,스타리-아이드(Starry-Eyed),명료하다 중요하다 휩쓸다 독특하다 어떻다 명료하다 쉽다 재미있다 희미하다
3920,자각몽,잔향(殘香),수수하다 피로하다 중요하다 이러하다 든든하다 붉다 여전하다 훌륭하다 강렬하다 화려하다 중요하다 수수하다 여전하다
3921,極座漂(극좌표),아마츄어증폭기,성숙하다 독특하다 중요하다 많다 단순하다 쌉싸름하다 짧다 짧다 많다 짙다
3922,네눈박이 나무밑 쑤시기,네눈박이 나무밑 쑤시기,높다 섬세하다 묵직하다 이렇다 불가능하다 무시무시하다 빽빽하다 끊임없다 우선하다 이러하다 중요하다
3923,거울놀이,잠(Zzzaam),따뜻하다 따뜻하다 따뜻하다 따뜻하다 가깝다 영롱하다 이러하다 이러하다 어떻다 성공하다 영원하다 가깝다 특정하다 좋다 아름답다
3924,Time Table [2010 Remastered ver.],3호선 버터플라이(3rd Line Butterfly),다양하다 진중하다 의하다 발랄하다 짙다 낡다 난해하다 이러하다 진지하다
3925,Bluedawn,푸른새벽,그러하다 단순하다 의하다 체념하다 기묘하다 새롭다
3926,Staccato Green,스웨터(Sweater),예쁘다 위대하다 쌉싸름하다 그러하다 좋다 많다 훌륭하다 대단하다 어렵다 예쁘다 싱그럽다 아스라하다 어렵다 작다 소중하다 대단하다 훌륭하다
3927,The Portrait Of Your Funeral [Extended Version],바세린(VASSLINE),어떻다 훌륭하다 어렵다 중요하다 빠르다 날카롭다 밉다 훌륭하다
3928,자유혼(自由魂),김두수,무겁다 어떻다 조용하다 단순하다 명확하다 필요하다 갑작스럽다 그러하다
3929,대조선펑크 노브레인: 청년폭도맹진가,노브레인(No Brain),더하다 좋다 순수하다 거대하다 훌륭하다 명백하다 흥겹다 가능하다 단단하다 단단하다 아쉽다
3930,A & R Sulco 1,Various Artists,새롭다 다양하다 많다
3931,We Are All Together,시와무지개(SiwaRainbow),진정하다 신선하다 멀다 새롭다 이러하다 밋밋하다
3932,Bedtime Story,세인트바이너리(SaintBinary),탄탄하다 신비롭다 아프다 다양하다
3933,Trampauline,트램폴린(Trampauline),세련되다 그러하다 독특하다 익숙하다 탄탄하다 섹시하다
3934,Haihm,Haihm(하임),정교하다 높다 덤덤하다 낮다
3935,KAYIP,카입(Kayip),다양하다 여전하다 힘드다 화려하다 훌륭하다
3936,Mozosonyon (모조소년),모조소년(달파란 & 병준),세련되다 다양하다 세련되다 다양하다
3937,Machine Kid,모하비(Mojave),멀다 많다 다양하다 멀다 굉장하다 진지하다 이러하다
3938,철갑혹성(鐵甲惑星),캐스커(Casker),느긋하다 좋아하다 세련되다 이러하다 새롭다 새롭다 이렇다
3939,Another One,가재발(Gazaebal),
