,album titles,artists,cleaned_sentences
3716,Serenity,Bobo Stenson,뛰어나다 많다 뛰어나다 완벽하다
3717,Talk Dirty [Deluxe Edition],Jason Derulo(제이슨 데룰로),이상하다 구성지다 신나다 아쉽다 부드럽다 섹시하다 섹시하다 기대하다
3718,"The Melody At Night, With You",Keith Jarrett(키스 자렛),넘치다 부단하다 인하다 아름답다 담백하다 소박하다 평온하다 커다랗다 새롭다
3719,A Rush Of Blood To The Head,Coldplay(콜드플레이),수상하다 불안하다 다분하다 끊임없다 더하다 탄탄하다 능숙하다 과격하다 수상하다 수상하다 감미롭다 잔잔하다 탁월하다 아름답다
3720,The Sea II,Ketil Bjornstad(케틸 비외른스타드),많다 이렇다 특별하다 강하다
3721,회색(回色),한충완,세련되다 높다 완전하다 다르다 차분하다 익숙하다 차분하다 조용하다 이렇다 좋다
3722,The Stone Roses,Stone Roses(스톤 로지스),흔하다 반갑다 놀랍다 뜨겁다 멀다 성장하다 줄기차다 다르다 많다 이러하다 선명하다 새롭다 완벽하다
3723,Club Classics Vol. One,Soul II Soul(소울 투 소울),새롭다 적절하다 이렇다 독특하다 확실하다 성공하다 꾸준하다 흥겹다 분명하다 아프다 적절하다 훌륭하다 절묘하다 수많다 신선하다 다르다 아프다 흥겹다 복잡하다 익숙하다 느리다 작다 확실하다 확실하다 여전하다 고급스럽다 원하다 여전하다 유효하다
3724,버스커 버스커 2집,버스커 버스커(Busker Busker),귀엽다 익살스럽다 확실하다 다양하다 많다 휩쓸다 많다 자리다 단순하다 확실하다 아름답다 순수하다 담백하다 뛰어나다 흔하다 아름답다 아프다 빠르다 변하다 시원하다 아름답다 신나다 재미있다 재미있다 아름답다 풋풋하다 풋풋하다 재미있다 많다
3725,Sorry I'm Late,Cher Lloyd(셰어 로이드),수많다 섹시하다 작다 독특하다 쿨하다 성장하다 강렬하다 다양하다 충분하다 뻔하다 성장하다
3726,Ana,Ralph Towner(랄프 타우너),우아하다 충분하다 영롱하다 단순하다 아름답다
3727,Queen Of The Clouds,Tove Lo(토브 로),강렬하다 뛰어나다 수많다 강렬하다 강렬하다 가득하다 좋다
3728,Khmer,Nils Petter Molvaer(닐스 페터 몰바에르),건조하다
3729,Ultraviolence (Deluxe),Lana Del Rey(라나 델 레이),음울하다 작다 우울하다 새롭다 휩쓸다 새롭다 많다 어떠하다 굉장하다 독특하다 아름답다 가득하다 풍부하다 깊다 우아하다 다양하다 새롭다 어떻다 많다 설레다
3730,Nordic Quartet,John Surman(존 서먼),멀다 특별하다 거대하다 공평하다 차분하다
3731,New York,Lou Reed(루 리드),영원하다 영원하다 밉다 어떻다 어떻다 짙다 그러하다 철저하다 저급하다 화려하다 가능하다 쓸쓸하다 짙다 화려하다 나지막하다 아련하다 그립다 많다
3732,The Sea,Ketil Bjornstad(케틸 비외른스타드),독특하다 부옇다 깊다 가득하다 좋다
3733,The Very Best Of Enya,Enya(엔야),신비롭다 독특하다 고급스럽다 신선하다 원하다 좋다
3734,If You Look Far Enough,Arild Andersen(아릴 안데르센),평화롭다 새롭다 좋아하다 아름답다 친숙하다 평화롭다
3735,In Technicolor,Jesse McCartney(제시 매카트니),아깝다 수북하다 성장하다 의젓하다 아깝다 수북하다
3736,Complètement fou,Yelle(옐),쫑긋하다 많다 말랑말랑하다 신선하다 새롭다
3737,The Golden Echo,Kimbra(킴브라),생소하다 강렬하다 난해하다 강하다 어렵다 가볍다 우아하다 기대하다
3738,Delicacy,HUS(허밍어반스테레오),어느덧다 더하다 건조하다 명확하다 귀엽다 뚜렷하다 불가능하다 커다랗다 심심하다 신선하다 편안하다
3739,A Perfect Contradiction,Paloma Faith(팔로마 페이스),많다 이렇다 좋아하다 이렇다 무리다 많다 귀엽다 늘씬하다 독특하다 많다 나쁘다 꾸준하다 좋다 익살스럽다 얌전하다 필요하다
3740,Vienna Concert,Keith Jarrett(키스 자렛),다양하다 뛰어나다 특별하다 높다
3741,웰컴 투 곰배령,초록 테이블,새롭다 넘치다 활발하다 새롭다 흔하다 원활하다 불가피하다 새롭다 좋다 높다 세련되다 뚜렷하다 주목할만하다 어수선하다 깊다
3742,I Took Up The Runes,Jan Garbarek(얀 가바렉),광활하다 아름답다 다양하다 새롭다 냉랭하다 광활하다 아름답다
3743,다시 꿈꾸고 싶다,성시경,어색하다 어색하다 그립다 풋풋하다 변하다 달콤하다 식상하다 시큰하다 아깝다 소중하다 아깝다 찌질하다 아름답다 찡하다 추하다 많다 신나다 리드미컬하다 다르다 잔잔하다
3744,Private City,John Surman(존 서먼),멀다 다양하다 가능하다 꾸준하다
3745,Kiss Me Once [Special Edition],Kylie Minogue(카일리 미노그),신나다 청순하다 섹시하다 풋풋하다 여전하다 여전하다
3746,Bass Desires,Marc Johnson(마르크 존슨) & Bill Frisell(빌 프리셀) & John Scofield(존 스코필드) & Peter Erskine(피터 어스카인),특별하다 강하다 긴밀하다 나른하다 신선하다
3747,10 (Ten),스내키 챈,좋아하다 당연하다 좋아하다 특별하다 좋다 좋다 높다 편하다
3748,"Standards, Vol. 2",Keith Jarrett(키스 자렛),신선하다 치열하다 섬세하다 경쾌하다 가득하다 아름답다 이러하다
3749,Strangers,RAC(알에이씨),많다 발랄하다 많다 수많다 탄탄하다 새롭다 신선하다 발랄하다 알록달록하다 다양하다 많다 리드미컬하다 말랑말랑하다 사랑스럽다
3750,Back To Back,키스톤즈(카말 & The Z),솔직하다 흥미롭다 아련하다 촌스럽다 촌스럽다 확실하다 넘치다 꾸준하다 어렵다 좋다 유쾌하다 소박하다 유쾌하다
3751,Trouble In Paradise,La Roux(라 루),친숙하다 신선하다 휩쓸다 엄청나다 굉장하다 많다 새롭다 많다 변하다 좋다 적절하다 멀다 신선하다
3752,Gypsy Heart,Colbie Caillat(콜비 카레이),새롭다 어느덧다 여전하다 새롭다 밉다
3753,Offramp,Pat Metheny Group(팻 매스니 그룹),외롭다 슬프다 부드럽다 산뜻하다
3754,너에게로 또 다시 / 저 하늘을 날아서,변진섭,힘드다 당연하다 빠르다 젊다 길다 불과하다 재미있다 휩쓸다 많다 강하다 필요하다 많다 성하다 완전하다 불완전하다 여전하다 중요하다 성장하다
3755,Travels,Pat Metheny(팻 매스니),
3756,Strange Desire,Bleachers(블리쳐스),신선하다 휩쓸다 오죽하다 재미있다 진하다 신선하다 변화무쌍하다 오묘하다 절묘하다
3757,Standards Vol.1,Keith Jarrett(키스 자렛),젊다 낡다 여전하다 완벽하다
3758,First Circle,Pat Metheny Group(팻 매스니 그룹),완벽하다 깊다 짧다 완벽하다 아련하다
3759,My All,박화요비,놀랍다 아깝다 안타깝다 어떻다 어느새다 시끄럽다 어떻다 대단하다 힘드다 딱하다 힘드다 벅차다 멀다 바쁘다 대단하다 많다 가깝다 나란하다 이렇다 놀랍다 고맙다 독특하다 많다 유명하다 멀쩡하다 맑다 깨끗하다 아쉽다 어렵다 어렵다 성공하다 철저하다 회복하다 풍부하다 좋다 이렇다 빠르다 빠르다 변하다 잔잔하다 충분하다 어떻다 이렇다 안되다 단순하다 높다 깔끔하다 부족하다 촌스럽다 좋다 음산하다 비장하다 강하다 독특하다 조용하다 조용하다 복잡하다 더하다 상당하다 어렵다 깔끔하다 세련되다 새롭다 좋다 기대하다 힘들다 아쉽다 여전하다 부드럽다 다정하다 느릿하다 강하다 여전하다 두근거리다 생생하다 풋풋하다 많다 귀엽다 어떻다 궁금하다 대단하다 소중하다 부끄럽다 빨르다 작다 당돌하다 많다 새롭다 뒤늦다 재밌다 이렇다 다양하다 많다 신선하다 가볍다 강하다 빠르다 다르다 단순하다 촌스럽다 아련하다 어리석다 월등하다 높다 어눌하다 확실하다 자연스럽다 힘들다 그만하다 영원하다 느릿하다 좋다 어떻다 담백하다 괜찮다 강하다 별다르다 이렇다 풋풋하다 아프다 이렇다 넓다 가볍다 빠르다 느리다 서글프다 쓸쓸하다 많다 적절하다 높다 멍청하다 짧다 서글프다 잔잔하다 궁금하다 좋다 잔잔하다 여전하다 아름답다 눈부시다 유명하다 상당하다 좋다 좋다 아쉽다 조용하다 간절하다 멋지다 좋아하다 좋다 좋다 상당하다 흠잡다 좋다 뛰어나다 상당하다 느릿하다 아프다 상당하다 재밌다 맑다 섬세하다 험상궂다 힘들다 좋다 강하다 상당하다 애절하다 경건하다 차분하다 느리다 약하다 부드럽다 가득하다 딱이다 좋다 행복하다 힘겹다 쓸쓸하다 이렇다 다양하다 편하다 많다 어떻다 잔잔하다 튼튼하다 강하다 작다 자유롭다 힘들다 이쁘다 기특하다 행복하다 더럽다 어떻다 부담스럽다 잔잔하다 이쁘다 장하다 많다 어렵다 무섭다 위험하다 강하다
3760,Rambler,Bill Frisell(빌 프리셀),신비롭다 유명하다 신비롭다
3761,Slow Dancing - EP,Betty Who(베티 후),강렬하다 많다 아쉽다 바쁘다 이렇다 좋다 좋아하다 강렬하다 가깝다 잔잔하다
3762,인셉션 (Inception),Hans Zimmer(한스 짐머),광활하다 화려하다 넓다 단순하다 화려하다 더하다 단순하다 단순하다 유명하다 단순하다 멋지다 화려하다 가득하다 생생하다
3763,Comfort,거미,새롭다 가득하다 탄탄하다 미안하다 신선하다 완벽하다 어떻다 좋다 미안하다 상당하다 유명하다 미안하다 강하다 깊다 절묘하다 깊다 잔잔하다 신나다 흥겹다 신선하다 어색하다 다양하다 좋다 행복하다 좋다
3764,Document (The I.R.S. Years Vintage 1987),R.E.M.(알이엠),의하다 중요하다 엄밀하다 독특하다 독특하다 가능하다 교묘하다 모호하다 폭넓다 단순하다 더하다 날카롭다 많다 좋다
3765,行步 2011 尹鍾信,윤종신,행복하다 다양하다 오래되다 많다 날카롭다 휩쓸다 훌륭하다 가볍다 친근하다 엄청나다 상당하다 어렵다 다양하다 촉박하다 이러하다 정확하다 좋다 힘드다 좋다 안되다 다양하다 어떻다 아프다 쓸쓸하다 애절하다 쿨하다 건조하다 좋다 찌질하다 이렇다 이렇다 슬프다 잔잔하다 담백하다 쓸쓸하다 충분하다 가능하다 뛰어나다 쓸쓸하다 쓸쓸하다 안되다 쓸쓸하다 슬프다 그러하다 빠르다 슬프다 확실하다 독특하다 깊다 확실하다 대단하다 안되다 담담하다 굉장하다 훌륭하다 쓸쓸하다 유명하다 담백하다
3766,Lungs (International Version),Florence + The Machine(플로렌스 앤 더 머신),화려하다 어엿하다 성장하다 깊다 풍부하다 신선하다 다양하다 아름답다 대단하다 많다 심오하다 넘치다 아름답다 신선하다 단순하다 아름답다 굉장하다 출중하다 활발하다 깊다 아름답다 수상하다
3767,Pat Metheny Group,Pat Metheny(팻 매스니),정교하다 성하다 풋풋하다 강하다
3768,Diamonds,소울사이어티(Soulciety),쓸쓸하다 영롱하다 나긋하다 확실하다 완벽하다 화려하다 원하다 정확하다 충실하다 조화롭다 무겁다 정확하다 성공하다 화려하다 쓸쓸하다 완벽하다 어떻다 세련되다 퇴보하다 무의미하다
3769,My Song,Keith Jarrett(키스 자렛),많다 많다 강하다 조화롭다 꾸준하다 탁월하다 버겁다
3770,Vitalogy,Pearl Jam(펄 잼),저렴하다 휩쓸다 눈부시다 원하다 원하다 굳다 엄청나다 소박하다 복잡하다 의하다 의하다 복잡하다 여전하다 훌륭하다
3771,Gateway 2,John Abercrombie(존 애버크롬비),편하다 강하다 절묘하다 인하다 뭉클하다
3772,가야금 산조,황병기,이렇다 묵직하다 가능하다 유사하다 익숙하다
3773,Passengers,Gary Burton Quintet,강하다 흥미롭다 젊다 새롭다 젊다 인하다 다르다 젊다
3774,난 알아요,서태지와 아이들,완전하다 새롭다 유명하다 좋다 적절하다 새롭다 완전하다 엄청나다 인하다
3775,유작,조정치,우울하다 담담하다 깊숙하다 우울하다 앙상하다 가볍다 흔하다 나태하다
3776,Prayer,Robin Schulz(로빈 슐츠),뜨겁다 수많다 이렇다 쉽다 확실하다 분명하다 부드럽다 찬찬하다 어떻다 어떻다 시끄럽다 열광하다 원하다 지루하다 편안하다
3777,Rising Sun,동방신기 (TVXQ!),강렬하다 강렬하다 후련하다 시원하다 신선하다 화려하다 깊다 다르다 강하다 강하다 좋다 신나다 좋다 부드럽다 산뜻하다 좋다 절묘하다 풍부하다 그립다 아련하다 그립다 안타깝다
3778,Heaven Up Here,Echo And The Bunnymen(에코 앤 더 버니멘),느리다 안타깝다 쓰리다 쓰리다 암울하다 더하다 원숙하다 건조하다 매끄럽다 이러하다 철저하다 어둡다 흡사하다 화려하다 충분하다 분명하다
3779,Yours Truly,Ariana Grande(아리아나 그란데),새롭다 깨끗하다 명확하다 다르다 이렇다 이렇다 심각하다 진정하다 투명하다 나란하다 변하다 안되다 안되다 순수하다
3780,매직스트로베리사운드 컴필레이션 Vol.1 - 내가 너의 작곡가,Various Artists,정확하다 이렇다 이러하다 차분하다 독특하다 차갑다 이러하다 차갑다 적당하다 이렇다
3781,Bright Size Life,Pat Metheny(팻 매스니),많다 불과하다
3782,The 1975,The 1975,강렬하다 청량하다 중요하다 어색하다 자연스럽다 쿨하다 흥미롭다 완벽하다
3783,Dreams So Real - Music Of Carla Bley,Gary Burton Quintet,새롭다 독특하다 강하다 화하다
3784,Gossip In The Grain,Ray LaMontagne(레이 라몬테인),따뜻하다 잔잔하다 따뜻하다 잔잔하다 좋아하다 넘치다 충실하다 어떻다 상관없다 평범하다 단순하다 대단하다 수많다 이렇다 잔잔하다 탁월하다 안되다 쌀쌀하다 따뜻하다 찬찬하다 편안하다 진정하다 좋아하다
3785,The Survivors' Suite,Keith Jarrett(키스 자렛),치열하다 단단하다 난해하다 거대하다 두텁다
3786,Disintegration,The Cure(더 큐어),음울하다 두렵다 창백하다 짙다 검다 느리다 인하다 신비하다 인하다 어둡다 음울하다 강하다 이러하다 새롭다
3787,Chapter 4,지오디(god),휩쓸다 길다 많다 휩쓸다
3788,아홉가지 기분,네스티요나(Nastyona),수많다 밉다 가득하다 애절하다 인하다 당하다 이렇다 영원하다 영원하다 붉다 굳다 캄캄하다 이렇다 가득하다 다양하다 연하다 이렇다 높다 마땅하다 인하다 많다 이러하다 변하다 많다 슬프다 가득하다 많다 흔하다 황홀하다 더럽다 비겁하다 익숙하다 다르다 지독하다 불편하다 어떻다 완벽하다 고맙다
3789,Ghost Stories (Download Only),Coldplay(콜드플레이),굵직하다 그럴듯하다 단순하다 벅차오르다 깊다 까마득하다 시리다 하얗다 신나다 이렇다 신나다 잔잔하다
3790,With,스탠딩 에그(Standing Egg),따뜻하다 노랗다 부드럽다 온화하다 아름답다 아프다 아름답다 깔끔하다 담담하다 부드럽다 연약하다 담담하다 아프다 아프다 나쁘다 깊다 아프다 어떻다 예쁘다 아름답다 많다 아름답다 잔잔하다 애절하다 행복하다 따뜻하다 감미롭다 행복하다 부드럽다 예쁘다 싫어하다 좋다 좋다 달콤하다 행복하다 부드럽다 감미롭다 노랗다
3791,Appetite For Destruction,Guns N' Roses(건즈 앤 로지스),성장하다 깊다 새롭다 엄청나다 분주하다 좋다 커다랗다 성스럽다 굵다 수많다
3792,사랑이 지나가면 (LP),이문세,아름답다 아련하다 아름답다 아련하다 풋풋하다 아름답다 그립다 드물다 영원하다 뚜렷하다 열렬하다 많다 깊다 감미롭다 더하다 청아하다 애절하다 흥겹다 경쾌하다 슬프다 빠르다 깊다 애잔하다
3793,Odyssey,Terje Rypdal,자리다 거대하다 가깝다 강하다
3794,The 1st Mini Album '광화문에서 (At Gwanghwamun)',규현 (KYUHYUN),반갑다 뛰어나다 많다 넓다 좋다 맛있다 어렵다 많다 이렇다 힘드다 다양하다 불가능하다 다르다 넓다 굉장하다 풍부하다 슬프다 많다 높다 꾸준하다 반갑다 괜찮다 이렇다 상당하다 기대하다 뛰어나다 많다 소중하다 성하다 젊다 높다 이렇다 좋다 힘드다 상당하다 반갑다 꾸준하다 성장하다 충분하다 이렇다 섣부르다 괜찮다 많다 중요하다 꾸준하다 다양하다 많다 스럽다 꾸준하다 좋다 화려하다 깊다 다르다 조용하다 지루하다 담백하다 슬프다 좋다 힘들다 순전하다 유명하다 단순하다 굉장하다 어렵다 어떠하다 힘들다 괜찮다 솔직하다 섬세하다 높다
3795,The Köln Concert,Keith Jarrett(키스 자렛),커다랗다 아무렇다 다양하다 다양하다 수많다
3796,HOME,로이킴,꾸준하다 활발하다 충분하다 훈훈하다 가볍다 포근하다 따뜻하다 따뜻하다 성숙하다 힘들다 괜찮다 영원하다 영원하다 영원하다 소중하다 따뜻하다 어떻다
3797,Gateway,John Abercrombie(존 애버크롬비) & Jack DeJohnette(잭 드조넷) & Dave Holland(데이브 홀랜드),많다 넓다 새롭다 색다르다 어렵다 많다
3798,Frog Songs For Whales,Loof(레이프),차갑다 다양하다 뒤늦다 폭넓다 차갑다 좋아하다 탁월하다 폭넓다 유연하다 꾸준하다 많다 절묘하다 이러하다 수많다 당연하다 반갑다
3799,Live In Cook County Jail,B.B. King(비비 킹),위대하다 위대하다 커다랗다 많다 다르다 세련되다 장하다 다르다 흥미롭다 생생하다 작다 커다랗다 수상하다 높다 감미롭다 소중하다 꾸준하다 분명하다
3800,Quiet Night,서태지,반갑다 만족하다 신선하다 다양하다 그러하다 알쏭달쏭하다 기묘하다 동떨어지다 반갑다
3801,White Blood Cells,The White Stripes(더 화이트 스트라입스),이렇다 많다 많다 묵직하다 탄탄하다
3802,Crystal Silence,Gary Burton(게리 버튼),색다르다 투명하다 새롭다
3803,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Hans Zimmer(한스 짐머),유명하다 수많다 유명하다 멀다 완벽하다 까다롭다 유명하다 완벽하다 완벽하다 무섭다 거대하다 애틋하다 유명하다 완벽하다
3804,Piano Improvisations Vol.2,Chick Corea(칙 코리아),섬세하다 섬세하다 유사하다 다르다 새롭다 성공하다
3805,15집 - Serendipity [30주년 기념앨범],이선희,맑다 청량하다 차분하다 맑다 청량하다 길다 따뜻하다 즐겁다 젊다 부드럽다 깔끔하다 사랑스럽다 세련되다 섬세하다 신선하다 아름답다 편안하다 여전하다 따뜻하다 행복하다
3806,Oh Mercy,Bob Dylan(밥 딜런),깊다 이러하다 꾸준하다 많다 영원하다 수많다 부진하다 수상하다 깊다 수상하다 시르다 시리다 애잔하다 쓸쓸하다 흡사하다 꾸준하다 필요하다
3807,Closer,Joy Division(조이 디비전),위대하다 커다랗다 짧다 많다 독특하다 새롭다 음울하다 인하다 힘들다 기이하다 음울하다 날카롭다 장엄하다 소멸하다 젊다 작다 의하다 위대하다 수많다 젊다 끝없다
3808,동물원 세번째 노래모음,동물원,완전하다 소박하다 진지하다 좋다 진정하다 어떻다 좋아하다 성공하다 변하다 박하다 허탈하다 어색하다 굳다 가득하다 놀랍다
3809,The 1st Mini Album 'ACE',태민 (TAEMIN),괴상하다 당하다 이렇다 많다 이렇다 많다 익숙하다 많다 부족하다 좋다 다르다 영리하다 적당하다 섹시하다 잘맞다 완벽하다 정확하다 매끄럽다 좋다 어떻다 굉장하다 멋지다 세련되다 좋아하다 이렇다 안타깝다 많다 좋아하다 나쁘다 어중간하다 좋다 어떻다 좋다 좋아하다 잔잔하다 은은하다 굉장하다 좋아하다
3810,La Isla Bonita,Deerhoof(디어후프),나열하다 높다 철저하다 충분하다 가능하다 편하다 충분하다 여전하다 좋다 상쾌하다 작다
3811,Piano Improvisations Vol.1,Chick Corea(칙 코리아),필요하다 편안하다 예민하다 명확하다
3812,O[ou],피터팬컴플렉스 (PPCX),안녕하다 깊다 좋다 추하다 발랄하다 세련되다 재미있다 야하다 아쉽다 어렵다 부끄럽다 복잡하다 짧다 강렬하다 좋다 계시다 좋아하다 좋아하다 크나크다 힘드다 성공하다
3813,Facing You,Keith Jarrett(키스 자렛),원하다 담담하다
3814,Hysteria,Def Leppard(데프 레파드),성공하다 가깝다 안타깝다 가능하다 아름답다 성공하다
3815,Round Nina,Various Artists,많다 다양하다 이렇다 보얗다 다양하다 조화롭다
3816,Big Music,Simple Minds(심플 마인즈),까마득하다 희미하다 강렬하다 좋다 그러하다 좋다 명료하다 절묘하다 분명하다 일목요연하다 유사하다 실망하다 흡족하다 흥미롭다 이렇다 단순하다
3817,Cosmos,Tomoyasu Takeuchi(토모야스 타케우치),다양하다 진정하다 많다 영원하다 더하다 새롭다 섹시하다 새롭다 섹시하다 작다 부드럽다 쿨하다 더하다 다양하다 화려하다 뜨겁다 어떻다 기대하다
3818,Can't Stop,씨엔블루(CNBLUE),진하다 빠르다 절묘하다 노랗다 부드럽다 낮다 빨르다 감미롭다 조용하다 담담하다 부드럽다 조용하다 부드럽다 느리다 이러하다 들쭉날쭉하다 부드럽다 감미롭다 빠르다 조화롭다 깔끔하다 예쁘다 슬프다 아름답다 예쁘다 독하다 부드럽다 슬프다 무겁다 가볍다 아프다 독하다 독하다 독하다 아프다 색다르다 슬프다 우울하다
3819,Abandon Ship,Knife Party(나이프 파티),후끈하다 남다르다 이렇다 넘치다 다양하다 절묘하다 다양하다 산만하다 새롭다 어수선하다 신선하다 정갈하다 뚜렷하다
3820,신발장,에픽하이 (EPIK HIGH),많다 이렇다 새롭다 다양하다 다양하다 다양하다 다양하다 높다 높다 높다 불가능하다 힘들다 이렇다 좋다 나쁘다 힘들다 높다 이렇다 자그맣다
3821,Afric Pepperbird,Jan Garbarek Quartet,냉랭하다 신비롭다 좋다 훌륭하다 맑다 투명하다
3822,꽃갈피,아이유(IU),젊다 넘치다 많다 다양하다 폭넓다 충분하다 확실하다 좋다 발랄하다 신선하다 좋다 기대하다 좋아하다 깊다 정교하다 주목할만하다 마르다 충분하다 젊다 안되다 폭넓다 빠르다 넓다
3823,Begin Again - Music From And Inspired By The Original Motion Picture,Various Artists,영원하다 좋다 따분하다 이렇다 평범하다 아름답다 싫다 깊다 짙다 어느새다 애절하다 절묘하다 시원하다 상쾌하다 흥겹다 경쾌하다 흐뭇하다 소박하다 풋풋하다 평범하다 특별하다 특별하다 영원하다
3824,Waterloo [30th Anniversary Edition],ABBA(아바),커다랗다 멋지다 좋다 짙다 노랗다 좋다 다양하다
3825,Burst Apart,The Antlers(더 앤틀러스),맛있다 엄청나다 성하다 슬프다 좋다 작다 심오하다 유명하다 어떻다 좋다 좋다 좋다 훌륭하다 더하다 더하다 성하다 굉장하다 섬세하다 간드러지다 속상하다 슬프다 단조롭다 잔잔하다 희미하다 어둑어둑하다 슬프다
3826,First Sensibility,B.A.P,확고하다 애절하다 쿨하다 좋다 이렇다 좋다 빠르다 짙다 애절하다 독특하다 느리다 빠르다 담담하다 슬프다 좋다 괜찮다 깊다 밉다 좋다 안타깝다 좋다
3827,Arrival [30th Anniversary Deluxe Edition],ABBA(아바),유일하다 수많다 이렇다 퍼렇다 짙다 세련되다 강렬하다 아름답다
3828,TOUCH N MOVE,씨스타(Sistar),시원하다 안녕하다 시원하다 많다 나쁘다 나쁘다 귀엽다 풋풋하다 계시다 가득하다 많다 슬프다 애절하다 신나다 시원하다 짙다 그립다
3829,Loud To Sleep,Jet Plane(제트 플래인),날카롭다 아름답다 다르다 이렇다 꾸준하다 작다 새롭다 어떻다 궁금하다 날카롭다 진지하다
3830,Abba,ABBA(아바),확실하다 성하다 진정하다 유명하다 많다 아름답다 세련되다 뛰어나다 흠잡다 의하다 실패하다 친근하다 다양하다 아름답다 흥겹다
3831,"즐겁게, 음악.",윤석철 트리오(SC Yun's Trio),즐겁다 완전하다 성장하다 풋풋하다 좋다 즐겁다 영롱하다 신선하다 발랄하다 어떻다 궁금하다
3832,Live Toy (Live),토이(Toy),다양하다 생생하다 설레다 많다 좋다 많다 힘들다 좋다 아쉽다 아쉽다 좋다
3833,Rain Effect,비,자유분방하다 어색하다 자유분방하다 넘치다 섹시하다 섹시하다 별다르다 화려하다 신나다 시끄럽다 신나다 덥다 묵직하다 강하다 절묘하다 묵직하다 진솔하다
3834,Ring Ring (Deluxe Edition),ABBA(아바),엄밀하다 명확하다 뛰어나다 확실하다 흥겹다 많다 화사하다 부드럽다 높다
3835,Air,포워드(F.W.D),낯설다 정확하다 차갑다 낯설다 지루하다 답답하다 어렵다 화려하다 묵직하다 미묘하다 절묘하다 뛰어나다
3836,The Visitors (Deluxe Edition),ABBA(아바),화려하다 이렇다 당연하다 새롭다 적응하다 아깝다 성숙하다 경쾌하다 매끈하다 진지하다 근접하다 멀다 섬세하다 다분하다 충분하다 진지하다 풍부하다 유일하다 스럽다 드라마틱하다 흥미롭다 흥겹다 밉다 상관없다 훌륭하다
3837,Voulez-Vous,ABBA(아바),꾸준하다 커다랗다 여전하다 숨가쁘다 다양하다 애절하다 특별하다 깊다 많다
3838,D,델리 스파이스(Deli Spice),확고하다 필요하다 담담하다 두텁다 견고하다 화려하다 풍부하다
3839,Dancing Zoo,몽구스(Mongoose),가득하다 어색하다 부족하다 탄탄하다 단단하다 충분하다 사랑스럽다
3840,골든-힛트 모음집 [앵콜요청금지.],브로콜리너마저,풋풋하다 솔직하다 따뜻하다 다르다 젊다 괴롭다 그러하다 가깝다 이러하다 박하다 풋풋하다 솔직하다 다르다 촌스럽다 따뜻하다
3841,The Album,ABBA(아바),거대하다 가깝다 발랄하다 완전하다 가깝다 간절하다 아름답다 다분하다 더하다 원하다 독특하다
3842,Live At Wembley Arena,ABBA(아바),많다 유일하다 성장하다 화려하다 여전하다 아프다 패배하다 실패하다 친숙하다 다양하다 생생하다 유일하다 여전하다 정확하다 화려하다 밉다 높다
3843,New World,클론(CLON),수많다 신나다 좋다 흥겹다 아깝다 좋다 노랗다 어렵다 좋다 어떻다 어렵다 지루하다 좋다 신나다 높다 중요하다 건강하다 참되다 솔직하다 세련되다 좋다 좋다 불가능하다 좋다 신나다 빠르다 두근거리다 빠르다 신나다 두근거리다 시원하다 추하다
3844,YⅡK,Y2K,묵직하다 노랗다 강렬하다 독특하다 스럽다 갑작스럽다 신선하다 좋다 필요하다 이렇다 많다 좋다 열광하다 충실하다 부드럽다 감미롭다 미안하다 깊다 미안하다 포근하다 알차다 알차다 억울하다 좋다 치열하다 어눌하다 많다 아쉽다 대단하다 어렵다 그립다 다르다 희박하다 많다
3845,Proxima Estacion: Esperanza,Manu Chao(마누 차오),화려하다 뛰어나다 이렇다 다양하다 유명하다 다양하다 독특하다 이렇다 다양하다 독특하다 굉장하다 독특하다 화려하다 위대하다 많다
3846,재주소년(才洲少年),재주소년,풋풋하다 진솔하다 이러하다 새롭다 꾸준하다
3847,Funk,불독맨션(Bulldogmansion),여전하다 세련되다 수상하다 다르다 독특하다 경쾌하다 넘치다 발랄하다 이러하다 어색하다 세련되다
3848,꽃,이소라,영원하다 묵직하다 솔직하다 거대하다 행복하다 어느덧다 다르다 묵직하다 좋아하다 애절하다 아쉽다 애절하다 좋아하다 담담하다 멋지다 신나다 시르다 어느덧다 완벽하다 완벽하다 수많다 좋아하다
3849,LCD Soundsystem,LCD Soundsystem(엘씨디 사운드시스템),안되다 다양하다 작다 가깝다 굉장하다 완벽하다 신나다 슬프다 구리다 단순하다 신랄하다 가득하다 찌질하다 가득하다 충분하다 새롭다 안타깝다
3850,Destroyer,Kiss(키스),강렬하다 괴기하다 새롭다 새롭다 화려하다 특이하다 다양하다 강렬하다 슬프다 대단하다 섬뜩하다 혹독하다 필요하다 잔인하다 다분하다
3851,Globalization,Pitbull(핏불),화려하다 화려하다 신나다 괜찮다 넘치다 작다 아무렇다 깊다 뜨겁다 적당하다 신나다 쉽다 어떻다 서운하다
3852,If You Wait,LONDON GRAMMAR(런던 그래머),멀다 좋아하다 깊다 오묘하다 공허하다 허무하다 엄청나다 아프다 편안하다 굉장하다 평범하다
3853,Born In The U.S.A.,Bruce Springsteen(브루스 스프링스틴),신랄하다 수많다 다르다 밉다
3854,Housology,트랜지스터 헤드(Transistor Head),굵직하다 박하다 익숙하다
3855,하수연가(下水戀歌),크라잉넛(Crying Nut),깊다 느릿하다 강하다 유연하다
